RSSI,Ping,send_time_echoer,recv_time_echoer
-28,NA,792090570224607000,792090570222772000
-26,NA,792090570229889000,792090570227799000
-26,NA,792090570243355000,792090570232934000
-26,NA,792090570344797000,792090570342941000
-28,NA,792090570454911000,792090570453061000
-26,NA,792090570564878000,792090570563034000
-28,NA,792090570674908000,792090570673053000
-27,NA,792090570784879000,792090570783034000
-27,NA,792090570894911000,792090570893053000
-27,NA,792090571004887000,792090571003043000
-27,NA,792090571114958000,792090571113086000
-27,NA,792090571224932000,792090571223088000
-27,NA,792090571334922000,792090571333050000
-28,NA,792090571444893000,792090571443053000
-28,NA,792090571554882000,792090571553041000
-28,NA,792090571664894000,792090571663053000
-28,NA,792090571774893000,792090571773053000
-28,NA,792090571884938000,792090571883051000
-27,NA,792090571994891000,792090571993051000
-27,NA,792090572107253000,792090572103258000
-27,NA,792090572214738000,792090572212977000
-28,NA,792090572324707000,792090572322944000
-27,NA,792090572434689000,792090572432953000
-27,NA,792090572544743000,792090572542939000
-28,NA,792090572654685000,792090572652952000
-25,NA,792090572764696000,792090572762953000
-28,NA,792090572874697000,792090572872953000
-25,NA,792090572984700000,792090572982953000
-29,NA,792090573094690000,792090573092938000
-26,NA,792090573204818000,792090573203013000
-29,NA,792090573314694000,792090573312945000
-29,NA,792090573424697000,792090573422955000
-29,NA,792090573534702000,792090573532945000
-28,NA,792090573644700000,792090573642955000
-26,NA,792090573754706000,792090573752945000
-26,NA,792090573864703000,792090573862955000
-28,NA,792090573974701000,792090573972936000
-26,NA,792090574084800000,792090574082955000
-28,NA,792090574194741000,792090574192972000
-28,NA,792090574304729000,792090574302971000
-27,NA,792090574414720000,792090574412945000
-28,NA,792090574524722000,792090574522955000
-28,NA,792090574634725000,792090574632945000
-28,NA,792090574744715000,792090574742954000
-27,NA,792090574854719000,792090574852936000
-27,NA,792090574964729000,792090574962955000
-27,NA,792090575074721000,792090575072936000
-27,NA,792090575184875000,792090575182983000
-27,NA,792090575294808000,792090575292971000
-28,NA,792090575404721000,792090575402950000
-28,NA,792090575514801000,792090575512953000
-27,NA,792090575624746000,792090575622961000
-27,NA,792090575734725000,792090575732943000
-27,NA,792090575844737000,792090575842956000
-27,NA,792090575954735000,792090575952939000
-27,NA,792090576064740000,792090576062947000
-27,NA,792090576174773000,792090576172984000
-27,NA,792090576284763000,792090576282973000
-28,NA,792090576394738000,792090576392945000
-28,NA,792090576504891000,792090576502955000
-27,NA,792090576614801000,792090576612936000
-28,NA,792090576724745000,792090576722954000
-27,NA,792090576834734000,792090576832936000
-28,NA,792090576944744000,792090576942954000
-27,NA,792090577054754000,792090577052945000
-27,NA,792090577164783000,792090577162986000
-27,NA,792090577274776000,792090577272971000
-27,NA,792090577384747000,792090577382947000
-27,NA,792090577494744000,792090577492939000
-27,NA,792090577604749000,792090577602947000
-27,NA,792090577714747000,792090577712938000
-27,NA,792090577824752000,792090577822947000
-27,NA,792090577934758000,792090577932947000
-27,NA,792090578044930000,792090578042947000
-27,NA,792090578154816000,792090578152984000
-27,NA,792090578264785000,792090578262973000
-27,NA,792090578374756000,792090578372939000
-27,NA,792090578484766000,792090578482955000
-27,NA,792090578594755000,792090578592936000
-27,NA,792090578704773000,792090578702952000
-27,NA,792090578814773000,792090578812945000
-27,NA,792090578924773000,792090578922952000
-28,NA,792090579034768000,792090579032945000
-27,NA,792090579144805000,792090579142980000
-27,NA,792090579254797000,792090579252971000
-28,NA,792090579364770000,792090579362938000
-27,NA,792090579474774000,792090579472948000
-27,NA,792090579584767000,792090579582938000
-27,NA,792090579694776000,792090579692947000
-27,NA,792090579804778000,792090579802947000
-27,NA,792090579914779000,792090579912948000
-27,NA,792090580024789000,792090580022947000
-27,NA,792090580134817000,792090580132974000
-27,NA,792090580244812000,792090580242974000
-27,NA,792090580354775000,792090580352936000
-27,NA,792090580464793000,792090580462953000
-27,NA,792090580574787000,792090580572945000
-27,NA,792090580685024000,792090580682950000
-27,NA,792090580794792000,792090580792947000
-27,NA,792090580904794000,792090580902950000
