RSSI,Ping,send_time_echoer,recv_time_echoer
-20,NA,792090848295415000,792090848293129000
-20,NA,792090848406759000,792090848402958000
-20,NA,792090848514752000,792090848512962000
-20,NA,792090848624706000,792090848622945000
-20,NA,792090848734721000,792090848732931000
-20,NA,792090848844688000,792090848842940000
-20,NA,792090848954701000,792090848952931000
-21,NA,792090849064690000,792090849062940000
-21,NA,792090849174757000,792090849172977000
-20,NA,792090849284728000,792090849282967000
-20,NA,792090849394742000,792090849392947000
-20,NA,792090849504697000,792090849502944000
-21,NA,792090849614723000,792090849612934000
-20,NA,792090849724700000,792090849722943000
-20,NA,792090849834697000,792090849832934000
-21,NA,792090849944703000,792090849942944000
-20,NA,792090850054710000,792090850052943000
-21,NA,792090850164794000,792090850162977000
-20,NA,792090850274735000,792090850272969000
-22,NA,792090850384709000,792090850382941000
-22,NA,792090850494707000,792090850492937000
-23,NA,792090850604710000,792090850602941000
-23,NA,792090850714712000,792090850712937000
-21,NA,792090850824799000,792090850822941000
-21,NA,792090850934730000,792090850932946000
-20,NA,792090851044721000,792090851042941000
-20,NA,792090851154763000,792090851152977000
-20,NA,792090851264750000,792090851262965000
-20,NA,792090851374720000,792090851372934000
-20,NA,792090851484799000,792090851482940000
-21,NA,792090851594717000,792090851592927000
-21,NA,792090851704728000,792090851702942000
-21,NA,792090851814731000,792090851812945000
-22,NA,792090851924733000,792090851922942000
-21,NA,792090852034733000,792090852032945000
-20,NA,792090852144775000,792090852142977000
-21,NA,792090852254760000,792090852252967000
-21,NA,792090852364820000,792090852362932000
-21,NA,792090852474740000,792090852472946000
-21,NA,792090852584729000,792090852582932000
-21,NA,792090852694743000,792090852692946000
-21,NA,792090852804741000,792090852802941000
-21,NA,792090852914747000,792090852912946000
-22,NA,792090853024755000,792090853022945000
-21,NA,792090853134781000,792090853132973000
-21,NA,792090853244771000,792090853242967000
-22,NA,792090853354742000,792090853352934000
-21,NA,792090853464874000,792090853462944000
-21,NA,792090853574805000,792090853572943000
-21,NA,792090853684752000,792090853682944000
-21,NA,792090853794754000,792090853792943000
-21,NA,792090853904756000,792090853902943000
-22,NA,792090854014752000,792090854012938000
-21,NA,792090854124799000,792090854122984000
-21,NA,792090854234785000,792090854232967000
-21,NA,792090854344750000,792090854342932000
-20,NA,792090854454763000,792090854452946000
-21,NA,792090854564762000,792090854562941000
-21,NA,792090854674767000,792090854672946000
-20,NA,792090854784907000,792090854782941000
-20,NA,792090854894826000,792090854892937000
-21,NA,792090855004767000,792090855002941000
-21,NA,792090855114801000,792090855112969000
-20,NA,792090855224797000,792090855222965000
-21,NA,792090855334776000,792090855332943000
-20,NA,792090855444774000,792090855442943000
-20,NA,792090855554776000,792090855552943000
-21,NA,792090855664776000,792090855662944000
-21,NA,792090855774770000,792090855772934000
-20,NA,792090855884780000,792090855882943000
-20,NA,792090855994772000,792090855992934000
-20,NA,792090856104996000,792090856103158000
-20,NA,792090856214802000,792090856212967000
-20,NA,792090856324959000,792090856322941000
-20,NA,792090856434798000,792090856432946000
-20,NA,792090856544786000,792090856542941000
-20,NA,792090856654787000,792090856652940000
-20,NA,792090856764792000,792090856762944000
-20,NA,792090856874786000,792090856872937000
-20,NA,792090856984800000,792090856982941000
-20,NA,792090857094803000,792090857092943000
-20,NA,792090857204845000,792090857203006000
-20,NA,792090857314802000,792090857312950000
-20,NA,792090857424797000,792090857422945000
-22,NA,792090857534785000,792090857532932000
-20,NA,792090857644799000,792090857642945000
-20,NA,792090857754789000,792090857752932000
-20,NA,792090857864801000,792090857862945000
-21,NA,792090857974800000,792090857972941000
-20,NA,792090858084817000,792090858082949000
-20,NA,792090858194931000,792090858192975000
-20,NA,792090858304851000,792090858302975000
-20,NA,792090858414812000,792090858412932000
-20,NA,792090858524813000,792090858522946000
-20,NA,792090858634805000,792090858632932000
-20,NA,792090858744816000,792090858742946000
-20,NA,792090858854893000,792090858852941000
-22,NA,792090858965143000,792090858962960000
-20,NA,792090859074807000,792090859072943000
-20,NA,792090859184850000,792090859182975000
