RSSI,Ping,send_time_echoer,recv_time_echoer
-62,NA,792088770155261000,792088770153154000
NA,NA,NA,NA
NA,NA,NA,NA
-64,NA,792088770474846000,792088770473036000
-63,NA,792088770584874000,792088770583044000
-63,NA,792088770694842000,792088770693026000
-63,NA,792088770804850000,792088770803011000
-63,NA,792088770914831000,792088770913015000
-63,NA,792088771024867000,792088771023024000
-64,NA,792088771134831000,792088771133014000
-63,NA,792088771244869000,792088771243025000
-62,NA,792088771365045000,792088771363010000
-62,NA,792088771475191000,792088771473125000
-61,NA,792088771585058000,792088771583131000
-61,NA,792088771695089000,792088771693134000
-61,NA,792088771805049000,792088771803129000
-61,NA,792088771915050000,792088771913130000
-61,NA,792088772025055000,792088772023127000
-59,NA,792088772135053000,792088772133130000
-58,NA,792088772245154000,792088772243130000
-57,NA,792088772355046000,792088772353128000
-58,NA,792088772465055000,792088772463129000
-57,NA,792088772575079000,792088772573148000
-57,NA,792088772685054000,792088772683137000
-59,NA,792088772805060000,792088772803133000
-59,NA,792088772915152000,792088772913132000
-58,NA,792088773025065000,792088773023134000
-60,NA,792088773125055000,792088773123133000
-61,NA,792088773235060000,792088773233134000
NA,NA,NA,NA
-59,NA,792088773465057000,792088773463135000
-59,NA,792088773565030000,792088773563139000
-59,NA,792088773675138000,792088773673142000
-59,NA,792088773785026000,792088773783139000
-60,NA,792088773895011000,792088773893137000
-63,NA,792088774005027000,792088774003140000
-63,NA,792088774125026000,792088774123136000
-64,NA,792088774235044000,792088774233141000
-64,NA,792088774355017000,792088774353137000
-62,NA,792088774475087000,792088774473150000
-61,NA,792088774575150000,792088774573147000
-62,NA,792088774685035000,792088774683148000
-62,NA,792088774795025000,792088774793142000
-62,NA,792088774905031000,792088774903145000
-62,NA,792088775015020000,792088775013141000
-62,NA,792088775125032000,792088775123146000
-62,NA,792088775235035000,792088775233142000
-63,NA,792088775345016000,792088775343124000
-62,NA,792088775465007000,792088775463122000
-64,NA,792088775585076000,792088775583134000
-63,NA,792088775697433000,792088775693149000
-64,NA,792088775804848000,792088775803034000
-64,NA,792088775914804000,792088775913014000
-63,NA,792088776024811000,792088776023028000
-64,NA,792088776134792000,792088776133009000
-64,NA,792088776244805000,792088776243023000
-63,NA,792088776364800000,792088776363019000
-63,NA,792088776464804000,792088776463018000
-62,NA,792088776584834000,792088776583047000
-64,NA,792088776694846000,792088776693040000
-63,NA,792088776794800000,792088776793009000
-63,NA,792088776914854000,792088776913021000
-63,NA,792088777015232000,792088777013286000
-62,NA,792088777124874000,792088777123020000
-63,NA,792088777234817000,792088777233017000
-61,NA,792088777344814000,792088777343019000
-62,NA,792088777454820000,792088777453019000
-62,NA,792088777564851000,792088777563046000
-62,NA,792088777674845000,792088777673040000
-63,NA,792088777784814000,792088777783014000
-63,NA,792088777894836000,792088777893019000
-63,NA,792088778004835000,792088778003014000
-63,NA,792088778124837000,792088778123020000
-63,NA,792088778254834000,792088778253019000
-62,NA,792088778354841000,792088778353022000
-63,NA,792088778464879000,792088778463014000
-63,NA,792088778575034000,792088778573044000
-63,NA,792088778684884000,792088778683039000
-63,NA,792088778794791000,792088778792972000
-63,NA,792088778904855000,792088778903018000
-63,NA,792088779015051000,792088779013222000
-64,NA,792088779124841000,792088779123011000
-87,NA,792088779234837000,792088779233011000
-63,NA,792088779344842000,792088779343013000
-66,NA,792088779454831000,792088779453008000
-63,NA,792088779594869000,792088779593038000
-64,NA,792088779704873000,792088779703034000
-64,NA,792088779824839000,792088779823003000
-64,NA,792088779934848000,792088779933015000
-63,NA,792088780034860000,792088780033014000
-62,NA,792088780144853000,792088780143016000
-63,NA,792088780254905000,792088780253017000
-64,NA,792088780374854000,792088780373008000
-66,NA,792088780494864000,792088780493016000
-64,NA,792088780604878000,792088780603038000
-65,NA,792088780714881000,792088780713033000
-65,NA,792088780824855000,792088780823014000
-65,NA,792088780934861000,792088780933012000
-65,NA,792088781044858000,792088781043020000
-65,NA,792088781154896000,792088781153014000
