RSSI,Ping,send_time_sender,recv_time_sender
-31,233,792091287440473000,792091287674267000
-31,133,792091287544174000,792091287676300000
-31,30,792091287654176000,792091287684069000
-31,20,792091287764277000,792091287784259000
-32,20,792091287874311000,792091287894255000
-32,20,792091287984318000,792091288004252000
-32,20,792091288094312000,792091288114253000
-33,20,792091288204320000,792091288224252000
-32,20,792091288314307000,792091288334253000
-32,20,792091288424416000,792091288444360000
-32,21,792091288534197000,792091288554348000
-32,20,792091288644294000,792091288664251000
-32,20,792091288754319000,792091288774252000
-32,20,792091288864320000,792091288884255000
-32,20,792091288974310000,792091288994256000
-33,20,792091289084312000,792091289104261000
-33,21,792091289194320000,792091289214312000
-32,20,792091289304313000,792091289324263000
-33,20,792091289414445000,792091289434288000
-35,20,792091289524310000,792091289544252000
-37,20,792091289634311000,792091289654252000
-37,20,792091289744315000,792091289764256000
-34,21,792091289854331000,792091289874480000
-33,21,792091289964201000,792091289984363000
-34,21,792091290074193000,792091290094317000
-34,20,792091290184328000,792091290204261000
-33,20,792091290294312000,792091290314256000
-34,21,792091290404326000,792091290424414000
-34,20,792091290514307000,792091290534259000
-33,20,792091290624317000,792091290644257000
-33,20,792091290734310000,792091290754255000
-34,20,792091290844345000,792091290864254000
-34,20,792091290954306000,792091290974263000
-35,20,792091291064312000,792091291084256000
-34,20,792091291174322000,792091291194254000
-34,20,792091291284304000,792091291304252000
-33,21,792091291394276000,792091291414478000
-32,21,792091291504231000,792091291524358000
-32,20,792091291614290000,792091291634247000
-32,20,792091291724341000,792091291744258000
-32,20,792091291834308000,792091291854252000
-32,20,792091291944312000,792091291964256000
-32,20,792091292054312000,792091292074259000
-32,20,792091292164320000,792091292184249000
-32,20,792091292274312000,792091292294253000
-31,20,792091292384318000,792091292404256000
-32,20,792091292494322000,792091292514254000
-32,20,792091292604310000,792091292624255000
-32,20,792091292714327000,792091292734274000
-31,21,792091292824305000,792091292844443000
-32,21,792091292934194000,792091292954356000
-32,21,792091293044326000,792091293064303000
-32,19,792091293154507000,792091293174250000
-32,20,792091293264317000,792091293284255000
-33,20,792091293374310000,792091293394257000
-33,20,792091293484325000,792091293504258000
-33,20,792091293594308000,792091293614254000
-32,20,792091293704313000,792091293724255000
-32,20,792091293814312000,792091293834259000
-32,20,792091293924312000,792091293944251000
-32,20,792091294034312000,792091294054267000
-32,21,792091294144316000,792091294164289000
-32,20,792091294254303000,792091294274257000
-32,21,792091294364288000,792091294384364000
-32,21,792091294474253000,792091294494349000
-33,19,792091294584501000,792091294604244000
-32,20,792091294694316000,792091294714256000
-32,20,792091294804312000,792091294824259000
-32,20,792091294914312000,792091294934256000
-32,20,792091295024318000,792091295044257000
-31,21,792091295134309000,792091295154469000
-32,30,792091295244305000,792091295274260000
-31,20,792091295354310000,792091295374258000
-32,20,792091295464324000,792091295484254000
-32,20,792091295574308000,792091295594270000
-31,20,792091295684310000,792091295704254000
-32,21,792091295794304000,792091295814475000
-32,21,792091295904211000,792091295924361000
-31,21,792091296014198000,792091296034331000
-32,20,792091296124310000,792091296144259000
-32,20,792091296234325000,792091296254254000
-32,20,792091296344317000,792091296364253000
-32,20,792091296454322000,792091296474256000
-32,20,792091296564328000,792091296584281000
-32,20,792091296674304000,792091296694257000
-32,20,792091296784317000,792091296804259000
-32,20,792091296894311000,792091296914259000
-31,20,792091297004311000,792091297024259000
-31,20,792091297114310000,792091297134256000
-31,20,792091297224313000,792091297244252000
-31,21,792091297334280000,792091297354364000
-31,21,792091297444253000,792091297464349000
-31,20,792091297554383000,792091297574255000
-31,20,792091297664321000,792091297684257000
-31,20,792091297774311000,792091297794259000
-31,20,792091297884311000,792091297904260000
-31,20,792091297994330000,792091298014255000
-31,20,792091298104308000,792091298124253000
-31,20,792091298214319000,792091298234275000
-31,20,792091298324312000,792091298344254000
