RSSI,Ping,send_time_sender,recv_time_sender
-39,22,792091339451968000,792091339474284000
-41,20,792091339564339000,792091339584265000
-38,20,792091339674311000,792091339694256000
-39,20,792091339784311000,792091339804259000
-39,20,792091339894311000,792091339914255000
-39,20,792091340004320000,792091340024255000
-39,20,792091340114314000,792091340134257000
-39,20,792091340224323000,792091340244255000
-39,20,792091340334307000,792091340354257000
-39,21,792091340444318000,792091340464364000
-38,21,792091340554274000,792091340574355000
-39,19,792091340664533000,792091340684243000
-40,20,792091340774314000,792091340794257000
-40,20,792091340884319000,792091340904255000
-41,20,792091340994314000,792091341014263000
-38,20,792091341104312000,792091341124259000
-40,20,792091341214324000,792091341234258000
-39,20,792091341324311000,792091341344267000
-39,20,792091341434325000,792091341454256000
-40,20,792091341544313000,792091341564256000
-43,20,792091341654314000,792091341674252000
-45,20,792091341764317000,792091341784257000
-47,21,792091341874308000,792091341894470000
-49,21,792091341984200000,792091342004364000
-50,21,792091342094199000,792091342114345000
-50,20,792091342204325000,792091342224254000
-50,20,792091342314311000,792091342334256000
-50,19,792091342424435000,792091342444255000
-50,20,792091342534314000,792091342554255000
-50,20,792091342644317000,792091342664260000
-48,20,792091342754312000,792091342774257000
-49,20,792091342864313000,792091342884259000
-49,20,792091342974311000,792091342994260000
-48,20,792091343084313000,792091343104259000
-48,20,792091343194324000,792091343214254000
-48,20,792091343304306000,792091343324254000
-49,21,792091343414400000,792091343434365000
-47,21,792091343524199000,792091343544381000
-47,19,792091343634462000,792091343654265000
-47,20,792091343744319000,792091343764260000
-47,20,792091343854311000,792091343874261000
-47,20,792091343964310000,792091343984262000
-47,20,792091344074310000,792091344094262000
-48,20,792091344184321000,792091344204252000
-48,20,792091344294311000,792091344314256000
-50,21,792091344404320000,792091344424404000
-49,20,792091344514308000,792091344534262000
-49,20,792091344624312000,792091344644278000
-49,20,792091344734310000,792091344754271000
-50,21,792091344844305000,792091344864443000
-51,21,792091344954198000,792091344974359000
-51,21,792091345064198000,792091345084313000
-50,20,792091345174342000,792091345194258000
-49,20,792091345284320000,792091345304257000
-50,21,792091345394330000,792091345414482000
-51,20,792091345504315000,792091345524262000
-52,21,792091345614313000,792091345634381000
-50,20,792091345724318000,792091345744255000
-48,20,792091345834315000,792091345854255000
-48,20,792091345944312000,792091345964254000
-46,20,792091346054312000,792091346074278000
-46,20,792091346164330000,792091346184255000
-46,21,792091346274307000,792091346294676000
-46,21,792091346384232000,792091346404367000
-48,21,792091346494306000,792091346514351000
-50,20,792091346604404000,792091346624258000
-49,20,792091346714313000,792091346734260000
-50,20,792091346824310000,792091346844261000
-50,20,792091346934310000,792091346954260000
-54,20,792091347044318000,792091347064262000
-52,19,792091347154496000,792091347174251000
-51,20,792091347264311000,792091347284257000
-51,20,792091347374310000,792091347394259000
-51,20,792091347484327000,792091347504252000
-50,20,792091347594308000,792091347614274000
-51,20,792091347704317000,792091347724254000
-53,21,792091347814307000,792091347834365000
-50,21,792091347924202000,792091347944363000
-50,21,792091348034194000,792091348054332000
-50,21,792091348144314000,792091348164295000
-52,20,792091348254313000,792091348274256000
-51,20,792091348364317000,792091348384257000
-51,20,792091348474328000,792091348494261000
-50,20,792091348584310000,792091348604255000
-51,20,792091348694313000,792091348714260000
-53,20,792091348804320000,792091348824260000
-53,20,792091348914314000,792091348934260000
-51,20,792091349024314000,792091349044260000
-51,21,792091349134313000,792091349154465000
-53,21,792091349244302000,792091349264587000
-53,21,792091349354333000,792091349374366000
-52,21,792091349464252000,792091349484358000
-52,20,792091349574315000,792091349594258000
-52,20,792091349684320000,792091349704260000
-50,20,792091349794312000,792091349814263000
-50,20,792091349904312000,792091349924260000
-48,20,792091350014312000,792091350034263000
-48,20,792091350124312000,792091350144256000
-44,20,792091350234327000,792091350254283000
-41,20,792091350344311000,792091350364262000
