RSSI,Ping,send_time_echoer,recv_time_echoer
-74,NA,237075364000,237073268000
-75,NA,237184186000,237182914000
-73,NA,237294226000,237292916000
-74,NA,237404321000,237402899000
-75,NA,237514178000,237512890000
-75,NA,237624165000,237622891000
-75,NA,237734176000,237732894000
-75,NA,237844163000,237842899000
-75,NA,237954173000,237952885000
-75,NA,238064170000,238062898000
-75,NA,238174187000,238172890000
-75,NA,238284233000,238282931000
-75,NA,238394214000,238392898000
-75,NA,238504225000,238502920000
-75,NA,238614179000,238612894000
-75,NA,238724178000,238722903000
-75,NA,238834170000,238832887000
-75,NA,238944222000,238942897000
-76,NA,239054188000,239052894000
-76,NA,239164192000,239162905000
-75,NA,239274246000,239272914000
-75,NA,239384189000,239382898000
-74,NA,239494243000,239492910000
-74,NA,239604250000,239602902000
-75,NA,239714194000,239712891000
-75,NA,239824195000,239822899000
-75,NA,239934187000,239932887000
-75,NA,240044194000,240042902000
-75,NA,240154199000,240152893000
-76,NA,240264323000,240262932000
-76,NA,240374204000,240372894000
-75,NA,240484266000,240482931000
-76,NA,240594199000,240592890000
-76,NA,240704210000,240702904000
-76,NA,240814196000,240812889000
-75,NA,240924206000,240922902000
-75,NA,241034215000,241032897000
-76,NA,241144283000,241142899000
-76,NA,241254268000,241252921000
-75,NA,241364216000,241362902000
-74,NA,241474269000,241472912000
-75,NA,241584205000,241582897000
-74,NA,241694219000,241692893000
-75,NA,241804219000,241802904000
-75,NA,241914223000,241912894000
-75,NA,242024228000,242022907000
-75,NA,242134227000,242132895000
-75,NA,242244602000,242243093000
-74,NA,242354295000,242352898000
-75,NA,242464286000,242462925000
-75,NA,242574227000,242572893000
-75,NA,242684238000,242682908000
-75,NA,242794224000,242792892000
-74,NA,242904236000,242902896000
-75,NA,243014237000,243012899000
-75,NA,243124241000,243122903000
-75,NA,243234236000,243232889000
-75,NA,243344300000,243342929000
-75,NA,243454297000,243452908000
-75,NA,243564348000,243562901000
-75,NA,243674318000,243672896000
-75,NA,243784237000,243782899000
-75,NA,243894243000,243892892000
-75,NA,244004250000,244002907000
-75,NA,244114242000,244112892000
-75,NA,244224250000,244222896000
-75,NA,244334314000,244332927000
-76,NA,244444314000,244442923000
-75,NA,244554262000,244552895000
-75,NA,244664260000,244662902000
-76,NA,244774258000,244772895000
-76,NA,244884263000,244882901000
-76,NA,244994263000,244992896000
-75,NA,245104403000,245102898000
-76,NA,245214281000,245212892000
-75,NA,245324337000,245322941000
-77,NA,245434321000,245432912000
-76,NA,245544257000,245542896000
-76,NA,245654283000,245652898000
-75,NA,245764286000,245762909000
-76,NA,245874271000,245872888000
-75,NA,245984277000,245982902000
-75,NA,246094275000,246092894000
-75,NA,246204278000,246202900000
-75,NA,246314342000,246312929000
-75,NA,246424342000,246422917000
-75,NA,246534277000,246532891000
-75,NA,246644288000,246642907000
-76,NA,246754280000,246752891000
-75,NA,246864285000,246862895000
-76,NA,246974286000,246972892000
-76,NA,247084289000,247082902000
-75,NA,247194320000,247192892000
-76,NA,247304350000,247302921000
-75,NA,247414340000,247412903000
-76,NA,247524290000,247522896000
-75,NA,247634297000,247632891000
-76,NA,247744485000,247742900000
-76,NA,247854290000,247852887000
-75,NA,247964306000,247962902000
