RSSI,Ping,send_time_echoer,recv_time_echoer
-38,NA,792155958841358000,792155958839526000
-37,NA,792155958951109000,792155958949367000
-37,NA,792155959061122000,792155959059362000
-38,NA,792155959171101000,792155959169358000
-36,NA,792155959281118000,792155959279353000
-38,NA,792155959391090000,792155959389347000
-37,NA,792155959501103000,792155959499341000
-37,NA,792155959611132000,792155959609382000
-38,NA,792155959721142000,792155959719374000
-38,NA,792155959831087000,792155959829339000
-36,NA,792155959941129000,792155959939352000
-36,NA,792155960051096000,792155960049347000
-35,NA,792155960161126000,792155960159344000
-35,NA,792155960271102000,792155960269349000
-35,NA,792155960381098000,792155960379344000
-36,NA,792155960491106000,792155960489349000
-35,NA,792155960601154000,792155960599382000
-36,NA,792155960711273000,792155960709372000
-36,NA,792155960821118000,792155960819352000
-36,NA,792155960931124000,792155960929354000
-36,NA,792155961041108000,792155961039342000
-36,NA,792155961151207000,792155961149354000
-36,NA,792155961261254000,792155961259410000
-36,NA,792155961371329000,792155961369422000
-37,NA,792155961481260000,792155961479417000
-36,NA,792155961591301000,792155961589453000
-37,NA,792155961701308000,792155961699465000
-37,NA,792155961811257000,792155961809408000
-38,NA,792155961921257000,792155961919420000
-38,NA,792155962031323000,792155962029403000
-38,NA,792155962141255000,792155962139418000
-37,NA,792155962251244000,792155962249403000
-38,NA,792155962361248000,792155962359417000
-37,NA,792155962471268000,792155962469419000
-38,NA,792155962581295000,792155962579451000
-38,NA,792155962691280000,792155962689437000
-37,NA,792155962801248000,792155962799408000
-36,NA,792155962911354000,792155962909416000
-37,NA,792155963021244000,792155963019406000
-37,NA,792155963131256000,792155963129415000
-37,NA,792155963241252000,792155963239415000
-37,NA,792155963351256000,792155963349415000
-36,NA,792155963461265000,792155963459419000
-36,NA,792155963571299000,792155963569452000
-37,NA,792155963681291000,792155963679456000
-37,NA,792155963791263000,792155963789415000
-37,NA,792155963901268000,792155963899424000
-37,NA,792155964011368000,792155964009405000
-38,NA,792155964121317000,792155964119418000
-37,NA,792155964231254000,792155964229414000
-38,NA,792155964341262000,792155964339419000
-38,NA,792155964451252000,792155964449411000
-37,NA,792155964561287000,792155964559445000
-38,NA,792155964671273000,792155964669432000
-39,NA,792155964781245000,792155964779405000
-38,NA,792155964891256000,792155964889415000
-39,NA,792155965001252000,792155964999415000
-40,NA,792155965111256000,792155965109415000
-39,NA,792155965221253000,792155965219415000
-38,NA,792155965331397000,792155965329413000
-38,NA,792155965441334000,792155965439409000
-38,NA,792155965551297000,792155965549450000
-39,NA,792155965661281000,792155965659437000
-35,NA,792155965771246000,792155965769403000
-39,NA,792155965881257000,792155965879417000
-38,NA,792155965991255000,792155965989413000
-35,NA,792155966101252000,792155966099416000
-38,NA,792155966211255000,792155966209413000
-38,NA,792155966321248000,792155966319409000
-38,NA,792155966431252000,792155966429411000
-38,NA,792155966541289000,792155966539447000
-38,NA,792155966651283000,792155966649434000
-38,NA,792155966761256000,792155966759416000
-36,NA,792155966875359000,792155966869413000
-40,NA,792155966981134000,792155966979365000
-38,NA,792155967091095000,792155967089355000
-38,NA,792155967201079000,792155967199344000
-39,NA,792155967311090000,792155967309355000
-40,NA,792155967421078000,792155967419340000
-40,NA,792155967531135000,792155967529385000
-39,NA,792155967641120000,792155967639372000
-39,NA,792155967751092000,792155967749349000
-39,NA,792155967861099000,792155967859358000
-41,NA,792155967971091000,792155967969346000
-39,NA,792155968081090000,792155968079347000
-36,NA,792155968191098000,792155968189346000
-39,NA,792155968301094000,792155968299347000
-39,NA,792155968411100000,792155968409348000
-40,NA,792155968521140000,792155968519384000
-40,NA,792155968631125000,792155968629371000
-40,NA,792155968741107000,792155968739353000
-40,NA,792155968851115000,792155968849348000
-40,NA,792155968961111000,792155968959345000
-40,NA,792155969071115000,792155969069349000
-40,NA,792155969181108000,792155969179346000
-40,NA,792155969291119000,792155969289350000
-40,NA,792155969401126000,792155969399355000
-40,NA,792155969511565000,792155969509558000
-39,NA,792155969621160000,792155969619384000
-40,NA,792155969731122000,792155969729348000
