RSSI,Ping,send_time_echoer,recv_time_echoer
-79,NA,792088917655064000,792088917653194000
-80,NA,792088917764836000,792088917763007000
NA,NA,NA,NA
-82,NA,792088917984837000,792088917983003000
NA,NA,NA,NA
NA,NA,NA,NA
-70,NA,792088918314780000,792088918312967000
-64,NA,792088918424809000,792088918422975000
-63,NA,792088918534837000,792088918533015000
-63,NA,792088918654877000,792088918653032000
NA,NA,NA,NA
-72,NA,792088918874850000,792088918873025000
-71,NA,792088918984813000,792088918982964000
-69,NA,792088919094857000,792088919093020000
-70,NA,792088919204869000,792088919203011000
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
-75,NA,792088919704887000,792088919703059000
-77,NA,792088919804850000,792088919802981000
-77,NA,792088919914851000,792088919913013000
-75,NA,792088920024855000,792088920023009000
-73,NA,792088920134872000,792088920133010000
-76,NA,792088920254823000,792088920252969000
NA,NA,NA,NA
-74,NA,792088920464910000,792088920463022000
NA,NA,NA,NA
-71,NA,792088920684905000,792088920683063000
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
-74,NA,792088921134776000,792088921132977000
-71,NA,792088921244845000,792088921243021000
-72,NA,792088921354834000,792088921353013000
-71,NA,792088921464833000,792088921463011000
-71,NA,792088921574953000,792088921573045000
-71,NA,792088921694834000,792088921693000000
NA,NA,NA,NA
-70,NA,792088921914780000,792088921912959000
-69,NA,792088922024839000,792088922023004000
-71,NA,792088922154802000,792088922152956000
-74,NA,792088922274862000,792088922273014000
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
-68,NA,792088922824988000,792088922823065000
-73,NA,792088922944863000,792088922943016000
-72,NA,792088923044793000,792088923042970000
-71,NA,792088923174816000,792088923172969000
-72,NA,792088923284858000,792088923283011000
NA,NA,NA,NA
NA,NA,NA,NA
-71,NA,792088923614981000,792088923613029000
-68,NA,792088923725741000,792088923723876000
NA,NA,NA,NA
NA,NA,NA,NA
-68,NA,792088924054767000,792088924052885000
NA,NA,NA,NA
-68,NA,792088924285023000,792088924283013000
-68,NA,792088924404886000,792088924403006000
-67,NA,792088924514891000,792088924513025000
-68,NA,792088924624930000,792088924623046000
-67,NA,792088924734928000,792088924733039000
NA,NA,NA,NA
-67,NA,792088924954888000,792088924953014000
NA,NA,NA,NA
NA,NA,NA,NA
-67,NA,792088925284844000,792088925282975000
-70,NA,792088925394854000,792088925392980000
NA,NA,NA,NA
-68,NA,792088925634894000,792088925633007000
-68,NA,792088925744907000,792088925743029000
-68,NA,792088925867377000,792088925863012000
-67,NA,792088925964876000,792088925963031000
-68,NA,792088926074821000,792088926073017000
-68,NA,792088926184790000,792088926182980000
-67,NA,792088926314795000,792088926312980000
NA,NA,NA,NA
NA,NA,NA,NA
-68,NA,792088926644860000,792088926643016000
-70,NA,792088926754859000,792088926753028000
-69,NA,792088926864847000,792088926863016000
-69,NA,792088926974854000,792088926973019000
-68,NA,792088927084850000,792088927083008000
-69,NA,792088927194854000,792088927193021000
-69,NA,792088927304857000,792088927303009000
-68,NA,792088927415044000,792088927412976000
-68,NA,792088927534921000,792088927533017000
-69,NA,792088927644876000,792088927643031000
NA,NA,NA,NA
-67,NA,792088927874942000,792088927872971000
-69,NA,792088927984947000,792088927983018000
-68,NA,792088928104859000,792088928103001000
-67,NA,792088928204864000,792088928203009000
-68,NA,792088928314870000,792088928313002000
NA,NA,NA,NA
-68,NA,792088928545097000,792088928543217000
NA,NA,NA,NA
NA,NA,NA,NA
