RSSI,Ping,send_time_sender,recv_time_sender
-78,17,792603694411636000,792603694427813000
-77,21,792603694517778000,792603694537813000
-78,21,792603694627850000,792603694647838000
-78,21,792603694737788000,792603694757819000
-78,21,792603694847792000,792603694867811000
-77,21,792603694957787000,792603694977819000
-78,21,792603695067790000,792603695087813000
-78,21,792603695177784000,792603695197818000
-77,21,792603695287791000,792603695307813000
-78,21,792603695397789000,792603695417816000
-78,21,792603695507786000,792603695527807000
-78,21,792603695617817000,792603695637825000
-78,21,792603695727782000,792603695747814000
-77,21,792603695837796000,792603695857819000
-78,21,792603695947786000,792603695967820000
-78,21,792603696057793000,792603696077818000
-78,21,792603696167784000,792603696187815000
-79,21,792603696277786000,792603696297825000
-78,21,792603696387784000,792603696407813000
-76,21,792603696497785000,792603696517825000
-78,21,792603696607842000,792603696627816000
-77,21,792603696717789000,792603696737815000
-79,21,792603696827786000,792603696847813000
-78,21,792603696937785000,792603696957822000
-79,20,792603697047969000,792603697067816000
-77,21,792603697157780000,792603697177820000
-79,21,792603697267789000,792603697287817000
-79,21,792603697377785000,792603697397823000
-79,21,792603697487791000,792603697507818000
-78,21,792603697597824000,792603697617820000
-79,21,792603697707788000,792603697727835000
-78,21,792603697817792000,792603697837817000
-78,21,792603697927790000,792603697947816000
-78,21,792603698037795000,792603698057815000
-78,21,792603698147790000,792603698167814000
-79,21,792603698257791000,792603698277819000
-77,21,792603698367793000,792603698387815000
-78,21,792603698477791000,792603698497815000
-78,21,792603698587813000,792603698607820000
-78,21,792603698697780000,792603698717818000
-79,21,792603698807789000,792603698827815000
-78,21,792603698917792000,792603698937822000
-77,21,792603699027792000,792603699047813000
-78,21,792603699137781000,792603699157821000
-75,21,792603699247794000,792603699267818000
-78,21,792603699357791000,792603699377818000
-77,21,792603699467785000,792603699487811000
-77,21,792603699577812000,792603699597818000
-77,21,792603699687780000,792603699707815000
-78,21,792603699797786000,792603699817815000
-78,21,792603699907781000,792603699927816000
-77,21,792603700017787000,792603700037821000
-82,21,792603700127783000,792603700147817000
-78,21,792603700237794000,792603700257822000
-78,21,792603700347789000,792603700367816000
-77,21,792603700457793000,792603700477819000
-78,21,792603700567820000,792603700587819000
-78,21,792603700677783000,792603700697817000
-78,21,792603700787793000,792603700807813000
-78,21,792603700897787000,792603700917818000
-76,21,792603701007788000,792603701027829000
-77,21,792603701117786000,792603701137820000
-78,21,792603701227792000,792603701247818000
-80,21,792603701337792000,792603701357820000
-78,21,792603701447793000,792603701467810000
-77,21,792603701557826000,792603701577822000
-78,21,792603701667786000,792603701687813000
-78,21,792603701777790000,792603701797818000
-77,21,792603701887783000,792603701907817000
-78,21,792603701997796000,792603702017817000
-78,21,792603702107791000,792603702127816000
-80,21,792603702217791000,792603702237820000
-78,21,792603702327821000,792603702347811000
-78,21,792603702437817000,792603702457820000
-78,20,792603702547992000,792603702567822000
-78,21,792603702657793000,792603702677820000
-77,21,792603702767795000,792603702787817000
-77,21,792603702877787000,792603702897824000
-78,21,792603702987799000,792603703007818000
-77,21,792603703097790000,792603703117820000
-78,21,792603703207795000,792603703227816000
-79,21,792603703317786000,792603703337819000
-78,21,792603703427788000,792603703447813000
-78,21,792603703537788000,792603703557883000
-78,21,792603703647788000,792603703667813000
-77,21,792603703757792000,792603703777820000
-78,21,792603703867788000,792603703887818000
-78,21,792603703977791000,792603703997819000
-78,21,792603704087788000,792603704107815000
-79,21,792603704197788000,792603704217821000
-78,21,792603704307790000,792603704327815000
-78,21,792603704417788000,792603704437819000
-77,21,792603704527789000,792603704548057000
-78,21,792603704637792000,792603704657813000
-78,21,792603704747788000,792603704767817000
-78,21,792603704857785000,792603704877821000
-78,21,792603704967788000,792603704987816000
-78,21,792603705077787000,792603705097813000
-76,21,792603705187783000,792603705207834000
-78,21,792603705297788000,792603705317818000
