RSSI,Ping,send_time_sender,recv_time_sender
-93,16,792603743602778000,792603743617814000
-91,21,792603743707778000,792603743727817000
-89,21,792603743817786000,792603743837816000
-89,21,792603743927787000,792603743947816000
-92,21,792603744037782000,792603744057816000
-89,21,792603744147795000,792603744167819000
-92,21,792603744257783000,792603744277815000
-90,21,792603744367781000,792603744387815000
-89,21,792603744477786000,792603744497813000
-87,21,792603744587822000,792603744607821000
NA,NA,792603744697782000,NA
-86,21,792603744807583000,792603744827808000
-90,21,792603744917787000,792603744937807000
-88,21,792603745027792000,792603745047823000
-90,21,792603745137788000,792603745157811000
-87,21,792603745247788000,792603745267819000
-90,21,792603745357800000,792603745377814000
-87,21,792603745467822000,792603745487829000
-91,21,792603745577806000,792603745597823000
-88,21,792603745687794000,792603745707815000
-89,21,792603745797791000,792603745817822000
-87,21,792603745907793000,792603745927814000
-90,21,792603746017786000,792603746037825000
NA,NA,792603746127792000,NA
-91,21,792603746237588000,792603746257820000
-87,21,792603746347793000,792603746367812000
-91,21,792603746457783000,792603746477816000
-91,21,792603746567823000,792603746587820000
-90,21,792603746677793000,792603746697816000
-92,21,792603746787790000,792603746807823000
-90,31,792603746897784000,792603746927883000
-93,21,792603747007789000,792603747027817000
-92,21,792603747117783000,792603747137814000
NA,NA,792603747227789000,NA
-93,21,792603747337585000,792603747357811000
-93,21,792603747447787000,792603747467814000
NA,NA,792603747557833000,NA
-90,21,792603747667594000,792603747687811000
-93,21,792603747777791000,792603747797814000
-92,21,792603747887792000,792603747907813000
-91,21,792603747997786000,792603748017819000
-92,21,792603748107796000,792603748127889000
-92,30,792603748217969000,792603748247891000
NA,NA,792603748327792000,NA
-92,31,792603748437591000,792603748467814000
-89,20,792603748547986000,792603748567813000
-90,21,792603748657784000,792603748677816000
NA,NA,792603748777785000,NA
NA,NA,792603748887588000,NA
-87,21,792603748997579000,792603749017826000
-88,21,792603749107781000,792603749127814000
-86,21,792603749217784000,792603749237814000
NA,NA,792603749327784000,NA
-88,21,792603749437592000,792603749457818000
-87,20,792603749547991000,792603749567818000
-87,21,792603749657790000,792603749677820000
-93,31,792603749767788000,792603749797821000
-91,21,792603749877843000,792603749897952000
NA,NA,792603749987784000,NA
-92,41,792603750097594000,792603750137821000
-93,21,792603750207779000,792603750227821000
NA,NA,792603750317795000,NA
-92,31,792603750427592000,792603750457808000
-87,21,792603750537786000,792603750557873000
-93,31,792603750647800000,792603750677807000
-93,21,792603750757789000,792603750777818000
-93,31,792603750867792000,792603750897809000
-90,21,792603750977786000,792603750997816000
NA,NA,792603751087790000,NA
-92,21,792603751197588000,792603751217815000
NA,NA,792603751307787000,NA
-93,31,792603751417589000,792603751447817000
-92,31,792603751527826000,792603751557888000
-91,21,792603751637829000,792603751657805000
-90,21,792603751747788000,792603751767827000
-92,21,792603751857797000,792603751877815000
-91,21,792603751967788000,792603751987818000
-94,21,792603752077792000,792603752097814000
NA,NA,792603752187791000,NA
-95,21,792603752297590000,792603752317817000
-94,31,792603752407778000,792603752437819000
-93,21,792603752517782000,792603752537815000
-92,21,792603752627814000,792603752647817000
NA,NA,792603752737784000,NA
NA,NA,792603752847585000,NA
NA,NA,792603752957581000,NA
NA,NA,792603753067580000,NA
NA,NA,792603753177579000,NA
-94,21,792603753287578000,792603753307813000
NA,NA,792603753397781000,NA
-93,31,792603753517593000,792603753548122000
-95,21,792603753627787000,792603753647806000
NA,NA,792603753737790000,NA
NA,NA,792603753847596000,NA
NA,NA,792603753957582000,NA
NA,NA,792603754067588000,NA
NA,NA,792603754177583000,NA
NA,NA,792603754287591000,NA
NA,NA,792603754397586000,NA
-95,31,792603754507581000,792603754537819000
