RSSI,Ping,send_time_sender,recv_time_sender
-38,227,792155925837604000,792155926064387000
-38,123,792155925944066000,792155926066410000
-39,30,792155926054006000,792155926084087000
-39,20,792155926164113000,792155926184076000
-40,20,792155926274149000,792155926294071000
-39,20,792155926384145000,792155926404072000
-37,20,792155926494148000,792155926514078000
-33,20,792155926604137000,792155926624067000
-37,20,792155926714138000,792155926734069000
-36,20,792155926824136000,792155926844077000
-36,20,792155926934146000,792155926954068000
-36,20,792155927044148000,792155927064073000
-38,20,792155927154135000,792155927174068000
-37,21,792155927264152000,792155927284489000
-37,21,792155927374063000,792155927394164000
-37,21,792155927484017000,792155927504167000
-38,19,792155927594323000,792155927614076000
-37,20,792155927704140000,792155927724073000
-36,20,792155927814138000,792155927834070000
-38,20,792155927924146000,792155927944066000
-39,20,792155928034139000,792155928054072000
-38,20,792155928144145000,792155928164072000
-36,20,792155928254151000,792155928274073000
-35,20,792155928364137000,792155928384071000
-35,20,792155928474138000,792155928494071000
-35,20,792155928584148000,792155928604074000
-36,20,792155928694135000,792155928714066000
-37,21,792155928804132000,792155928824205000
-36,21,792155928914055000,792155928934164000
-36,21,792155929024021000,792155929044159000
-35,20,792155929134132000,792155929154073000
-35,20,792155929244147000,792155929264070000
-37,20,792155929354138000,792155929374070000
-38,20,792155929464138000,792155929484072000
-36,20,792155929574138000,792155929594074000
-38,20,792155929684138000,792155929704074000
-38,20,792155929794140000,792155929814074000
-37,20,792155929904333000,792155929924183000
-35,20,792155930014146000,792155930034076000
-35,20,792155930124139000,792155930144069000
-36,21,792155930234146000,792155930254508000
-36,21,792155930344071000,792155930364168000
-35,21,792155930454015000,792155930474129000
-34,19,792155930564314000,792155930584070000
-36,20,792155930674141000,792155930694072000
-35,20,792155930784145000,792155930804076000
-35,20,792155930894139000,792155930914105000
-35,20,792155931004148000,792155931024074000
-35,20,792155931114134000,792155931134078000
-34,20,792155931224147000,792155931244068000
-35,20,792155931334136000,792155931354068000
-35,20,792155931444138000,792155931464070000
-34,20,792155931554139000,792155931574068000
-34,20,792155931664147000,792155931684066000
-34,21,792155931774149000,792155931794280000
-33,21,792155931884022000,792155931904361000
-34,20,792155931994015000,792155932014073000
-35,20,792155932104144000,792155932124074000
-35,20,792155932214150000,792155932234071000
-35,20,792155932324151000,792155932344068000
-34,20,792155932434137000,792155932454082000
-34,20,792155932544145000,792155932564074000
-34,20,792155932654137000,792155932674074000
-34,20,792155932764139000,792155932784074000
-34,21,792155932874148000,792155932894334000
-34,20,792155932984145000,792155933004076000
-35,20,792155933094134000,792155933114070000
-34,20,792155933204361000,792155933224238000
-35,21,792155933314074000,792155933334163000
-35,21,792155933424022000,792155933444131000
-35,19,792155933534329000,792155933554065000
-35,20,792155933644138000,792155933664074000
-36,20,792155933754135000,792155933774075000
-36,20,792155933864137000,792155933884069000
-35,20,792155933974148000,792155933994110000
-35,20,792155934084153000,792155934104075000
-35,20,792155934194139000,792155934214111000
-35,20,792155934304141000,792155934324073000
-35,20,792155934414135000,792155934434074000
-35,20,792155934524137000,792155934544073000
-36,20,792155934634135000,792155934654067000
-35,21,792155934744130000,792155934764368000
-35,21,792155934854020000,792155934874167000
-35,19,792155934964534000,792155934984078000
-35,20,792155935074144000,792155935094073000
-35,21,792155935184145000,792155935204328000
-35,20,792155935294133000,792155935314075000
-36,20,792155935404137000,792155935424076000
-35,20,792155935514135000,792155935534074000
-35,20,792155935624137000,792155935644076000
-34,20,792155935734135000,792155935754105000
-35,20,792155935844140000,792155935864074000
-36,20,792155935954145000,792155935974069000
-35,20,792155936064145000,792155936084070000
-35,21,792155936174132000,792155936194131000
-35,21,792155936284120000,792155936304169000
-35,21,792155936394014000,792155936414170000
-36,19,792155936504294000,792155936524069000
-36,20,792155936614139000,792155936634070000
-38,20,792155936724148000,792155936744082000
