RSSI,Ping,send_time_sender,recv_time_sender
-15,21,792090774068613000,792090774089709000
-16,20,792090774179745000,792090774199687000
-15,21,792090774289741000,792090774309825000
-15,21,792090774399749000,792090774419783000
-15,21,792090774509637000,792090774529750000
-16,21,792090774619755000,792090774639816000
-15,20,792090774729753000,792090774749683000
-16,20,792090774839749000,792090774859683000
-15,20,792090774949749000,792090774969681000
-16,20,792090775059748000,792090775079684000
-16,21,792090775169746000,792090775189801000
-15,20,792090775279764000,792090775299691000
-15,20,792090775389760000,792090775409678000
-15,20,792090775499756000,792090775519686000
-15,20,792090775609749000,792090775629684000
-15,20,792090775719760000,792090775739685000
-15,21,792090775829766000,792090775849791000
-16,21,792090775939762000,792090775959787000
-16,21,792090776049763000,792090776069826000
-15,20,792090776159752000,792090776179688000
-15,20,792090776269746000,792090776289689000
-15,19,792090776379938000,792090776399683000
-15,20,792090776489748000,792090776509684000
-16,20,792090776599750000,792090776619686000
-16,20,792090776709759000,792090776729694000
-16,20,792090776819748000,792090776839689000
-16,20,792090776929765000,792090776949692000
-15,20,792090777039749000,792090777059687000
-15,20,792090777149750000,792090777169683000
-15,21,792090777259752000,792090777279969000
-15,21,792090777369632000,792090777389803000
-15,21,792090777479635000,792090777499748000
-15,20,792090777589754000,792090777609690000
-15,20,792090777699765000,792090777719686000
-15,20,792090777809749000,792090777829684000
-16,20,792090777919747000,792090777939687000
-16,20,792090778029750000,792090778049690000
-15,20,792090778139756000,792090778159690000
-15,20,792090778249747000,792090778269686000
-15,21,792090778359750000,792090778379894000
-15,20,792090778469742000,792090778489694000
-15,20,792090778579747000,792090778599684000
-15,20,792090778689759000,792090778709682000
-15,21,792090778799740000,792090778819798000
-14,21,792090778909628000,792090778929785000
-14,20,792090779019759000,792090779039682000
-14,20,792090779129754000,792090779149689000
-15,20,792090779239749000,792090779259682000
-15,20,792090779349748000,792090779369684000
-14,20,792090779459761000,792090779479683000
-14,20,792090779569747000,792090779589683000
-15,20,792090779679923000,792090779699685000
-15,20,792090779789746000,792090779809684000
-15,20,792090779899754000,792090779919689000
-15,20,792090780009750000,792090780029688000
-16,20,792090780119750000,792090780139684000
-16,21,792090780229743000,792090780249789000
-15,21,792090780339631000,792090780359783000
-15,21,792090780449678000,792090780469745000
-15,20,792090780559760000,792090780579687000
-16,20,792090780669761000,792090780689686000
-16,21,792090780779755000,792090780799727000
-15,20,792090780889749000,792090780909685000
-16,20,792090780999749000,792090781019688000
-16,20,792090781109749000,792090781129688000
-15,20,792090781219764000,792090781239691000
-15,20,792090781329747000,792090781349680000
-15,30,792090781439778000,792090781469645000
-16,21,792090781569739000,792090781589791000
-16,21,792090781679692000,792090781699766000
-16,20,792090781789747000,792090781809687000
-15,20,792090781899747000,792090781919692000
-15,20,792090782009746000,792090782029692000
-15,20,792090782119748000,792090782139682000
-15,21,792090782229749000,792090782249745000
-15,20,792090782339750000,792090782359686000
-15,20,792090782449759000,792090782469690000
-15,20,792090782559753000,792090782579687000
-15,20,792090782669759000,792090782689684000
-16,20,792090782779750000,792090782799685000
-15,21,792090782889749000,792090782910131000
-16,21,792090782999674000,792090783019794000
-16,21,792090783109630000,792090783129783000
-15,19,792090783219938000,792090783239684000
-15,20,792090783329750000,792090783349684000
-15,20,792090783439764000,792090783459683000
-15,20,792090783549747000,792090783569688000
-16,20,792090783659759000,792090783679682000
-15,20,792090783769749000,792090783789685000
-15,20,792090783879748000,792090783899687000
-16,20,792090783989750000,792090784009690000
-16,20,792090784099749000,792090784119687000
-15,20,792090784209780000,792090784229695000
-15,20,792090784319752000,792090784339684000
-15,21,792090784429753000,792090784449791000
-15,21,792090784539708000,792090784559787000
-16,21,792090784649796000,792090784669760000
-15,20,792090784759746000,792090784779684000
-16,20,792090784869748000,792090784889687000
-15,20,792090784979748000,792090784999692000
