RSSI,Ping,send_time_sender,recv_time_sender
-29,219,792090490300154000,792090490518725000
-29,121,792090490404951000,792090490525064000
-30,31,792090490514946000,792090490545135000
-31,21,792090490624970000,792090490645126000
-32,19,792090490735386000,792090490755013000
-32,20,792090490845114000,792090490865022000
-32,20,792090490955088000,792090490975046000
-31,20,792090491065078000,792090491085022000
-31,20,792090491175078000,792090491195012000
-31,20,792090491285076000,792090491305018000
-32,20,792090491395082000,792090491415013000
-32,20,792090491505080000,792090491525016000
-32,21,792090491615077000,792090491635227000
-32,20,792090491725081000,792090491745021000
-31,20,792090491835079000,792090491855018000
-31,21,792090491945087000,792090491965078000
-31,21,792090492054959000,792090492075117000
-31,21,792090492165093000,792090492185119000
-31,20,792090492275081000,792090492295016000
-32,20,792090492385080000,792090492405020000
-32,20,792090492495079000,792090492515022000
-31,20,792090492605084000,792090492625020000
-31,20,792090492715092000,792090492735016000
-31,20,792090492825079000,792090492845020000
-30,20,792090492935092000,792090492955016000
-30,20,792090493045079000,792090493065015000
-30,20,792090493155079000,792090493175019000
-30,20,792090493265079000,792090493285014000
-31,20,792090493375080000,792090493395012000
-31,21,792090493485079000,792090493505126000
-31,21,792090493594963000,792090493615117000
-32,19,792090493705485000,792090493725019000
-31,20,792090493815088000,792090493835020000
-31,20,792090493925091000,792090493945018000
-31,20,792090494035086000,792090494055015000
-31,20,792090494145079000,792090494165016000
-30,20,792090494255081000,792090494275019000
-30,20,792090494365086000,792090494385020000
-30,20,792090494475080000,792090494495015000
-30,20,792090494585080000,792090494605023000
-31,20,792090494695089000,792090494715011000
-30,20,792090494805080000,792090494825018000
-30,21,792090494915085000,792090494935294000
-31,21,792090495024956000,792090495045116000
-31,21,792090495134961000,792090495155085000
-31,20,792090495245092000,792090495265017000
-31,20,792090495355081000,792090495375021000
-32,20,792090495465080000,792090495485013000
-32,20,792090495575077000,792090495595026000
-32,20,792090495685091000,792090495705015000
-32,20,792090495795076000,792090495815015000
-33,20,792090495905092000,792090495925014000
-33,20,792090496015078000,792090496035015000
-32,20,792090496125086000,792090496145018000
-32,20,792090496235079000,792090496255015000
-31,20,792090496345080000,792090496365014000
-32,21,792090496455007000,792090496475119000
-31,21,792090496564957000,792090496585117000
-31,20,792090496675079000,792090496695002000
-31,20,792090496785087000,792090496805012000
-32,19,792090496895306000,792090496915030000
-31,20,792090497005085000,792090497025013000
-31,20,792090497115078000,792090497135013000
-31,20,792090497225080000,792090497245021000
-30,20,792090497335077000,792090497355018000
-31,20,792090497445079000,792090497465022000
-31,20,792090497555077000,792090497575019000
-31,20,792090497665091000,792090497685012000
-31,20,792090497775076000,792090497795013000
-31,21,792090497885080000,792090497905311000
-32,21,792090497994952000,792090498015114000
-31,21,792090498105039000,792090498125075000
-32,20,792090498215088000,792090498235012000
-32,20,792090498325078000,792090498345018000
-31,20,792090498435079000,792090498455037000
-32,20,792090498545084000,792090498565020000
-32,20,792090498655090000,792090498675009000
-31,20,792090498765087000,792090498785017000
-31,21,792090498875078000,792090498895267000
-32,20,792090498985098000,792090499005019000
-31,20,792090499095081000,792090499115014000
-32,20,792090499205085000,792090499225014000
-31,20,792090499315073000,792090499335016000
-32,21,792090499425046000,792090499445121000
-31,21,792090499534961000,792090499555111000
-31,20,792090499645089000,792090499665022000
-32,20,792090499755085000,792090499775019000
-31,20,792090499865080000,792090499885021000
-32,20,792090499975091000,792090499995013000
-31,20,792090500085080000,792090500105018000
-32,21,792090500195077000,792090500215056000
-31,20,792090500305091000,792090500325018000
-31,20,792090500415083000,792090500435021000
-31,20,792090500525087000,792090500545019000
-31,19,792090500635266000,792090500655012000
-31,20,792090500745078000,792090500765014000
-32,21,792090500855070000,792090500875291000
-31,21,792090500965012000,792090500985112000
-31,21,792090501074960000,792090501095075000
-31,20,792090501185086000,792090501205023000
