RSSI,Ping,send_time_sender,recv_time_sender
-30,18,792091400575592000,792091400594286000
-30,20,792091400684310000,792091400704263000
-31,20,792091400794313000,792091400814253000
-30,20,792091400904313000,792091400924257000
-30,20,792091401014312000,792091401034255000
-29,20,792091401124318000,792091401144258000
-30,20,792091401234325000,792091401254256000
-29,20,792091401344313000,792091401364256000
-30,20,792091401454326000,792091401474258000
-30,20,792091401564314000,792091401584259000
-29,21,792091401674305000,792091401694519000
-30,21,792091401784192000,792091401804365000
-29,21,792091401894197000,792091401914320000
-30,20,792091402004328000,792091402024256000
-30,20,792091402114312000,792091402134262000
-30,20,792091402224323000,792091402244261000
-30,20,792091402334311000,792091402354258000
-30,20,792091402444325000,792091402464262000
-30,20,792091402554312000,792091402574259000
-30,20,792091402664312000,792091402684259000
-30,20,792091402774312000,792091402794262000
-30,20,792091402884317000,792091402904261000
-30,20,792091402994310000,792091403014260000
-30,20,792091403104312000,792091403124262000
-30,21,792091403214270000,792091403234370000
-31,21,792091403324200000,792091403344356000
-30,20,792091403434313000,792091403454252000
-30,20,792091403544318000,792091403564261000
-30,20,792091403654312000,792091403674258000
-30,20,792091403764319000,792091403784260000
-30,20,792091403874316000,792091403894256000
-30,20,792091403984314000,792091404004260000
-30,20,792091404094311000,792091404114259000
-30,21,792091404204325000,792091404224299000
-29,19,792091404314523000,792091404334260000
-30,19,792091404424437000,792091404444261000
-30,20,792091404534316000,792091404554255000
-30,21,792091404644312000,792091404664325000
-30,20,792091404754416000,792091404774365000
-30,21,792091404864194000,792091404884315000
-30,20,792091404974322000,792091404994262000
-30,20,792091405084312000,792091405104260000
-30,20,792091405194332000,792091405214256000
-30,20,792091405304310000,792091405324254000
-30,19,792091405414434000,792091405434283000
-30,20,792091405524318000,792091405544260000
-30,20,792091405634310000,792091405654261000
-30,21,792091405744311000,792091405764564000
-30,20,792091405854329000,792091405874274000
-30,20,792091405964311000,792091405984257000
-30,20,792091406074308000,792091406094255000
-30,21,792091406184305000,792091406204365000
-31,21,792091406294199000,792091406314353000
-30,20,792091406404511000,792091406424414000
-30,20,792091406514322000,792091406534255000
-30,20,792091406624308000,792091406644263000
-30,20,792091406734334000,792091406754267000
-30,20,792091406844311000,792091406864255000
-30,20,792091406954333000,792091406974258000
-30,20,792091407064331000,792091407084263000
-30,20,792091407174330000,792091407194256000
-31,20,792091407284317000,792091407304253000
-30,21,792091407394314000,792091407414380000
-30,20,792091407504318000,792091407524283000
-30,21,792091407614325000,792091407634574000
-30,21,792091407724203000,792091407744364000
-30,21,792091407834193000,792091407854308000
-30,20,792091407944326000,792091407964258000
-29,20,792091408054312000,792091408074259000
-29,21,792091408164330000,792091408184380000
-30,20,792091408274310000,792091408294257000
-30,20,792091408384309000,792091408404262000
-30,20,792091408494323000,792091408514259000
-30,20,792091408604313000,792091408624260000
-30,20,792091408714330000,792091408734274000
-30,20,792091408824315000,792091408844258000
-30,20,792091408934313000,792091408954256000
-30,20,792091409044314000,792091409064259000
-30,20,792091409154454000,792091409174360000
-30,21,792091409264199000,792091409284352000
-30,19,792091409374444000,792091409394244000
-30,20,792091409484339000,792091409504257000
-30,20,792091409594311000,792091409614258000
-30,19,792091409704612000,792091409724258000
-30,20,792091409814330000,792091409834257000
-30,20,792091409924318000,792091409944252000
-30,20,792091410034313000,792091410054256000
-30,21,792091410144314000,792091410164295000
-30,20,792091410254309000,792091410274260000
-30,20,792091410364312000,792091410384259000
-30,20,792091410474325000,792091410494255000
-30,21,792091410584304000,792091410604514000
-30,21,792091410694197000,792091410714355000
-30,21,792091410804200000,792091410824303000
-31,20,792091410914323000,792091410934257000
-30,20,792091411024311000,792091411044260000
-30,21,792091411134312000,792091411154470000
-30,20,792091411244308000,792091411264259000
-30,20,792091411354315000,792091411374279000
-30,20,792091411464328000,792091411484258000
