RSSI,Ping,send_time_sender,recv_time_sender
-49,13,792088687993139000,792088688005626000
-49,21,792088688105420000,792088688125548000
-48,21,792088688215288000,792088688235812000
-48,19,792088688325596000,792088688345369000
-48,30,792088688435421000,792088688465354000
-48,20,792088688545421000,792088688565342000
-48,20,792088688655402000,792088688675337000
-48,11,792088688765416000,792088688775460000
-47,20,792088688875401000,792088688895341000
-48,10,792088688985403000,792088688995341000
-48,11,792088689095405000,792088689105405000
-47,20,792088689205401000,792088689225340000
-48,21,792088689315404000,792088689335565000
-50,11,792088689425429000,792088689435543000
-49,31,792088689535424000,792088689565429000
-49,21,792088689645417000,792088689665440000
-48,10,792088689755398000,792088689765344000
-48,20,792088689865408000,792088689885343000
-49,20,792088689975403000,792088689995343000
-47,30,792088690085404000,792088690115345000
-48,20,792088690205418000,792088690225346000
-48,21,792088690315410000,792088690335554000
-48,40,792088690425403000,792088690465348000
-48,10,792088690535398000,792088690545341000
-48,11,792088690645404000,792088690655522000
-48,31,792088690755420000,792088690785439000
-48,31,792088690865285000,792088690895447000
-48,31,792088690975280000,792088691005438000
-48,29,792088691085787000,792088691115339000
-47,11,792088691195415000,792088691205534000
-47,20,792088691305408000,792088691325341000
-46,30,792088691415416000,792088691445341000
-47,10,792088691525399000,792088691535340000
-46,20,792088691635403000,792088691655344000
-47,20,792088691745416000,792088691765365000
-46,20,792088691855400000,792088691875346000
-46,10,792088691965401000,792088691975346000
-47,20,792088692075409000,792088692095347000
-46,20,792088692185402000,792088692205341000
-46,21,792088692295399000,792088692315399000
-46,30,792088692405695000,792088692435447000
-46,21,792088692515283000,792088692535415000
-45,20,792088692625388000,792088692645341000
-46,10,792088692735420000,792088692745343000
-46,20,792088692845404000,792088692865340000
-45,20,792088692955424000,792088692975347000
-46,10,792088693065400000,792088693075339000
-46,30,792088693175404000,792088693205342000
-46,20,792088693285403000,792088693305359000
-47,11,792088693395411000,792088693405710000
-46,10,792088693505403000,792088693515339000
-46,20,792088693615403000,792088693635344000
-46,20,792088693725418000,792088693745341000
-46,21,792088693835403000,792088693855401000
-46,21,792088693945289000,792088693965440000
-46,29,792088694055783000,792088694085299000
-46,10,792088694185405000,792088694195345000
-46,30,792088694295403000,792088694325348000
-46,10,792088694405413000,792088694415336000
-45,30,792088694515418000,792088694545344000
-46,30,792088694625404000,792088694655356000
-47,20,792088694735420000,792088694755342000
-46,20,792088694845404000,792088694865339000
-46,31,792088694955399000,792088694985443000
-46,21,792088695065367000,792088695085443000
-46,21,792088695175357000,792088695195434000
-47,20,792088695285386000,792088695305338000
-46,20,792088695395421000,792088695415340000
-46,20,792088695505404000,792088695525340000
-46,20,792088695615410000,792088695635345000
-46,10,792088695725416000,792088695735343000
-46,40,792088695835419000,792088695875302000
-47,10,792088695965402000,792088695975340000
-46,41,792088696075420000,792088696115432000
-47,22,792088696185428000,792088696206653000
-47,10,792088696315312000,792088696325347000
-47,20,792088696425421000,792088696445341000
-46,20,792088696535408000,792088696555340000
-47,10,792088696645404000,792088696655344000
-46,20,792088696755416000,792088696775343000
-47,20,792088696865407000,792088696885340000
-47,20,792088696975409000,792088696995344000
-47,20,792088697085403000,792088697105344000
-46,10,792088697195403000,792088697205345000
-47,10,792088697305404000,792088697315346000
-47,31,792088697415418000,792088697445443000
-46,21,792088697525291000,792088697545447000
-46,21,792088697635283000,792088697655408000
-46,10,792088697745403000,792088697755344000
-47,10,792088697855405000,792088697865345000
-47,20,792088697965403000,792088697985344000
-46,10,792088698075420000,792088698085349000
-46,10,792088698185406000,792088698195340000
-46,20,792088698295412000,792088698315343000
-46,20,792088698405415000,792088698425346000
-47,30,792088698515402000,792088698545344000
-47,11,792088698625403000,792088698635538000
-47,20,792088698735416000,792088698755339000
-46,20,792088698845419000,792088698865373000
-47,21,792088698955397000,792088698975448000
