RSSI,Ping,send_time_sender,recv_time_sender
-91,13,792603116720473000,792603116733289000
-91,10,792603116823224000,792603116833271000
-91,10,792603116933220000,792603116943246000
-92,10,792603117043228000,792603117053256000
-91,10,792603117153204000,792603117163249000
-91,10,792603117263250000,792603117273247000
-90,10,792603117373249000,792603117383292000
-91,10,792603117483228000,792603117493258000
-91,10,792603117593222000,792603117603245000
-90,20,792603117703225000,792603117723255000
NA,NA,792603117813223000,NA
-91,10,792603117923067000,792603117933224000
-92,10,792603118033224000,792603118043246000
-92,10,792603118143221000,792603118153244000
-95,10,792603118253241000,792603118263260000
-94,10,792603118363260000,792603118373236000
NA,NA,792603118473218000,NA
-93,10,792603118583071000,792603118593222000
-94,10,792603118693224000,792603118703258000
NA,NA,792603118803222000,NA
-94,10,792603118913065000,792603118923224000
-93,10,792603119023243000,792603119033265000
-94,10,792603119133229000,792603119143237000
NA,NA,792603119243256000,NA
-94,10,792603119353105000,792603119363223000
-96,10,792603119463220000,792603119473252000
-95,10,792603119573224000,792603119583233000
-96,10,792603119683228000,792603119693247000
-94,10,792603119793284000,792603119803244000
NA,NA,792603119903224000,NA
-93,10,792603120013070000,792603120023234000
-93,10,792603120123224000,792603120133255000
-94,10,792603120233239000,792603120243244000
-93,10,792603120343227000,792603120353276000
-92,10,792603120453211000,792603120463231000
-92,10,792603120563248000,792603120573259000
-92,10,792603120673212000,792603120683230000
-95,10,792603120783237000,792603120793268000
-93,10,792603120893212000,792603120903230000
NA,NA,792603121003237000,NA
-94,10,792603121113063000,792603121123228000
-94,10,792603121223236000,792603121233252000
NA,NA,792603121333226000,NA
-93,10,792603121443091000,792603121453238000
-93,10,792603121553224000,792603121563242000
-96,10,792603121663243000,792603121673243000
-93,10,792603121773227000,792603121783250000
NA,NA,792603121883228000,NA
-96,10,792603121993060000,792603122003241000
NA,NA,792603122103271000,NA
NA,NA,792603122213107000,NA
-93,10,792603122323067000,792603122333215000
-93,10,792603122433261000,792603122443262000
-92,20,792603122543229000,792603122563224000
-93,10,792603122653238000,792603122663246000
-93,20,792603122763223000,792603122783232000
-93,10,792603122873230000,792603122883251000
-92,10,792603122983224000,792603122993227000
-95,10,792603123093236000,792603123103251000
-94,10,792603123203240000,792603123213242000
-93,10,792603123313232000,792603123323260000
-95,10,792603123423254000,792603123433237000
-94,10,792603123533236000,792603123543245000
-94,10,792603123643234000,792603123653236000
-93,10,792603123753291000,792603123763247000
-92,10,792603123863223000,792603123873236000
-94,10,792603123973245000,792603123983250000
-95,10,792603124083229000,792603124093238000
NA,NA,792603124193418000,NA
-93,10,792603124303080000,792603124313232000
NA,NA,792603124413263000,NA
-96,10,792603124523080000,792603124533209000
NA,NA,792603124633240000,NA
-93,10,792603124743075000,792603124753220000
-95,10,792603124853239000,792603124863263000
-94,10,792603124963218000,792603124973232000
-94,10,792603125073277000,792603125083246000
-95,11,792603125183224000,792603125193434000
NA,NA,792603125293298000,NA
-95,10,792603125403097000,792603125413229000
-97,10,792603125513228000,792603125523256000
-96,10,792603125623281000,792603125633240000
-95,10,792603125733227000,792603125743251000
NA,NA,792603125843234000,NA
NA,NA,792603125953067000,NA
-95,10,792603126063066000,792603126073224000
-93,10,792603126173224000,792603126183252000
-93,10,792603126283237000,792603126293253000
-92,10,792603126393252000,792603126403245000
-93,10,792603126503226000,792603126513231000
-93,10,792603126613230000,792603126623247000
NA,NA,792603126723223000,NA
NA,NA,792603126833066000,NA
NA,NA,792603126943065000,NA
-96,10,792603127053057000,792603127063227000
-93,10,792603127163230000,792603127173236000
NA,NA,792603127273238000,NA
NA,NA,792603127383089000,NA
NA,NA,792603127493073000,NA
-94,20,792603127603062000,792603127623216000
