RSSI,Ping,send_time_echoer,recv_time_echoer
-6,NA,792090685544992000,792090685543106000
-6,NA,792090685644697000,792090685642953000
-6,NA,792090685754707000,792090685752949000
-6,NA,792090685864683000,792090685862943000
-7,NA,792090685974718000,792090685972944000
-6,NA,792090686084692000,792090686082945000
-6,NA,792090686194754000,792090686192975000
-6,NA,792090686304723000,792090686302969000
-7,NA,792090686414726000,792090686412947000
-6,NA,792090686524703000,792090686522948000
-7,NA,792090686634737000,792090686632947000
-5,NA,792090686744704000,792090686742947000
-5,NA,792090686856880000,792090686852942000
-6,NA,792090686964730000,792090686962958000
-6,NA,792090687074709000,792090687072943000
-6,NA,792090687184728000,792090687182973000
-12,NA,792090687294712000,792090687292967000
-7,NA,792090687404739000,792090687402941000
-6,NA,792090687514693000,792090687512946000
-5,NA,792090687624692000,792090687622941000
-5,NA,792090687734699000,792090687732941000
-5,NA,792090687844696000,792090687842941000
-6,NA,792090687954689000,792090687952937000
-7,NA,792090688064771000,792090688062941000
-5,NA,792090688174732000,792090688172982000
-7,NA,792090688284729000,792090688282965000
-7,NA,792090688394703000,792090688392943000
-6,NA,792090688504709000,792090688502943000
-5,NA,792090688614698000,792090688612934000
-5,NA,792090688724787000,792090688722943000
-6,NA,792090688834714000,792090688832938000
-6,NA,792090688944720000,792090688942943000
-7,NA,792090689054716000,792090689052943000
-6,NA,792090689164758000,792090689162979000
-5,NA,792090689274744000,792090689272967000
-12,NA,792090689384719000,792090689382941000
-5,NA,792090689494713000,792090689492937000
-5,NA,792090689604817000,792090689602941000
-6,NA,792090689714706000,792090689712937000
-6,NA,792090689824725000,792090689822941000
-7,NA,792090689934739000,792090689932950000
-6,NA,792090690044728000,792090690042941000
-6,NA,792090690154770000,792090690152982000
-6,NA,792090690264745000,792090690262965000
-6,NA,792090690374721000,792090690372934000
-7,NA,792090690484734000,792090690482943000
-7,NA,792090690594724000,792090690592934000
-6,NA,792090690704863000,792090690702944000
-5,NA,792090690814785000,792090690812943000
-5,NA,792090690924741000,792090690922943000
-6,NA,792090691034741000,792090691032943000
-7,NA,792090691144783000,792090691142975000
-6,NA,792090691254764000,792090691252964000
-5,NA,792090691364748000,792090691362940000
-7,NA,792090691474747000,792090691472946000
-7,NA,792090691584739000,792090691582932000
-5,NA,792090691694748000,792090691692946000
-5,NA,792090691804750000,792090691802941000
-5,NA,792090691914752000,792090691912946000
-5,NA,792090692024896000,792090692022941000
-7,NA,792090692134845000,792090692132971000
-6,NA,792090692244772000,792090692242965000
-5,NA,792090692354747000,792090692352934000
-7,NA,792090692464760000,792090692462943000
-7,NA,792090692574758000,792090692572943000
-5,NA,792090692684763000,792090692682943000
-5,NA,792090692794761000,792090692792943000
-5,NA,792090692904766000,792090692902943000
-7,NA,792090693014755000,792090693012934000
-7,NA,792090693124809000,792090693122979000
-6,NA,792090693234792000,792090693232967000
-7,NA,792090693344760000,792090693342932000
-6,NA,792090693454782000,792090693452950000
-7,NA,792090693564947000,792090693562941000
-6,NA,792090693674781000,792090693672946000
-5,NA,792090693784774000,792090693782941000
-5,NA,792090693894771000,792090693892940000
-6,NA,792090694004780000,792090694002944000
-5,NA,792090694114812000,792090694112973000
-7,NA,792090694224805000,792090694222965000
-6,NA,792090694334788000,792090694332943000
-6,NA,792090694444785000,792090694442943000
-6,NA,792090694554782000,792090694552943000
-5,NA,792090694664786000,792090694662943000
-7,NA,792090694774776000,792090694772934000
-6,NA,792090694884789000,792090694882943000
-5,NA,792090694994779000,792090694992934000
-7,NA,792090695104999000,792090695103154000
-5,NA,792090695214806000,792090695212967000
-7,NA,792090695324783000,792090695322941000
-6,NA,792090695434794000,792090695432946000
-5,NA,792090695544805000,792090695542941000
-6,NA,792090695654785000,792090695652937000
-6,NA,792090695764796000,792090695762941000
-5,NA,792090695874789000,792090695872937000
-5,NA,792090695984813000,792090695982945000
-7,NA,792090696094806000,792090696092950000
-6,NA,792090696205087000,792090696203006000
-5,NA,792090696314803000,792090696312954000
-5,NA,792090696424797000,792090696422947000
