RSSI,Ping,send_time_echoer,recv_time_echoer
-28,NA,792091433007800000,792091433006061000
-28,NA,792091433117723000,792091433115975000
-28,NA,792091433227725000,792091433225962000
-30,NA,792091433337708000,792091433335956000
-30,NA,792091433447771000,792091433445985000
-29,NA,792091433557736000,792091433555977000
-30,NA,792091433667727000,792091433665945000
-30,NA,792091433777704000,792091433775950000
-30,NA,792091433887730000,792091433885950000
-30,NA,792091433997708000,792091433995950000
-29,NA,792091434107739000,792091434105950000
-30,NA,792091434217722000,792091434215953000
-31,NA,792091434327748000,792091434325944000
-30,NA,792091434437754000,792091434435983000
-31,NA,792091434547741000,792091434545975000
-30,NA,792091434657706000,792091434655938000
-30,NA,792091434767720000,792091434765951000
-31,NA,792091434877768000,792091434875946000
-31,NA,792091434987723000,792091434985951000
-31,NA,792091435097723000,792091435095947000
-30,NA,792091435207717000,792091435205942000
-30,NA,792091435317714000,792091435315946000
-30,NA,792091435427756000,792091435425972000
-30,NA,792091435537820000,792091435535971000
-30,NA,792091435647732000,792091435645949000
-31,NA,792091435757732000,792091435755949000
-29,NA,792091435867746000,792091435865953000
-30,NA,792091435977734000,792091435975949000
-30,NA,792091436087731000,792091436085940000
-30,NA,792091436197838000,792091436195949000
-31,NA,792091436307729000,792091436305940000
-31,NA,792091436417777000,792091436415983000
-30,NA,792091436527764000,792091436525973000
-30,NA,792091436637740000,792091436635947000
-29,NA,792091436747744000,792091436745951000
-30,NA,792091436857742000,792091436855946000
-29,NA,792091436967738000,792091436965942000
-30,NA,792091437077938000,792091437075947000
-29,NA,792091437187740000,792091437185942000
-29,NA,792091437297748000,792091437295946000
-30,NA,792091437407794000,792091437405985000
-30,NA,792091437517779000,792091437515970000
-29,NA,792091437627756000,792091437625949000
-30,NA,792091437737766000,792091437735953000
-30,NA,792091437847750000,792091437845940000
-30,NA,792091437957759000,792091437955949000
-30,NA,792091438067770000,792091438065947000
-30,NA,792091438178032000,792091438175981000
-30,NA,792091438287836000,792091438285980000
-29,NA,792091438397863000,792091438396012000
-29,NA,792091438507870000,792091438506024000
-30,NA,792091438617835000,792091438615987000
-29,NA,792091438727820000,792091438725977000
-31,NA,792091438837822000,792091438835982000
-30,NA,792091438947816000,792091438945972000
-30,NA,792091439057821000,792091439055977000
-31,NA,792091439167823000,792091439165980000
-30,NA,792091439277824000,792091439275977000
-31,NA,792091439387863000,792091439386012000
-30,NA,792091439498050000,792091439496002000
-29,NA,792091439607821000,792091439605972000
-29,NA,792091439717828000,792091439715981000
-30,NA,792091439827821000,792091439825972000
-30,NA,792091439937827000,792091439935981000
-29,NA,792091440047827000,792091440045980000
-30,NA,792091440157828000,792091440155981000
-30,NA,792091440267830000,792091440265981000
-30,NA,792091440378043000,792091440376188000
-30,NA,792091440487854000,792091440486003000
-30,NA,792091440597819000,792091440595970000
-30,NA,792091440707829000,792091440705983000
-30,NA,792091440817818000,792091440815970000
-30,NA,792091440927831000,792091440925983000
-30,NA,792091441038041000,792091441035979000
-30,NA,792091441147830000,792091441145983000
-30,NA,792091441257829000,792091441255979000
-29,NA,792091441367827000,792091441365978000
-30,NA,792091441477893000,792091441476048000
-30,NA,792091441587826000,792091441585981000
-30,NA,792091441697834000,792091441695981000
-30,NA,792091441807833000,792091441805981000
-30,NA,792091441917825000,792091441915981000
-30,NA,792091442027823000,792091442025981000
-30,NA,792091442137827000,792091442135981000
-30,NA,792091442247815000,792091442245972000
-31,NA,792091442357827000,792091442355981000
-30,NA,792091442467858000,792091442466004000
-29,NA,792091442577854000,792091442576005000
-29,NA,792091442687828000,792091442685981000
-30,NA,792091442797831000,792091442795981000
-30,NA,792091442907841000,792091442905985000
-30,NA,792091443017839000,792091443015981000
-30,NA,792091443127824000,792091443125972000
-29,NA,792091443237834000,792091443235981000
-30,NA,792091443347820000,792091443345972000
-30,NA,792091443457866000,792091443456011000
-29,NA,792091443567855000,792091443566005000
-29,NA,792091443678060000,792091443675979000
-30,NA,792091443787836000,792091443785984000
-30,NA,792091443897829000,792091443895979000
