RSSI,Ping,send_time_echoer,recv_time_echoer
-31,NA,792091400687752000,792091400685988000
-31,NA,792091400797701000,792091400795961000
-30,NA,792091400907706000,792091400905952000
-29,NA,792091401017688000,792091401015948000
-29,NA,792091401127707000,792091401125943000
-29,NA,792091401237693000,792091401235948000
-30,NA,792091401347712000,792091401345943000
-29,NA,792091401457739000,792091401455980000
-29,NA,792091401567748000,792091401565975000
-29,NA,792091401677705000,792091401675948000
-30,NA,792091401787737000,792091401785952000
-30,NA,792091401897708000,792091401895948000
-29,NA,792091402007731000,792091402005943000
-30,NA,792091402117712000,792091402115950000
-30,NA,792091402227702000,792091402225943000
-30,NA,792091402337716000,792091402335948000
-30,NA,792091402447754000,792091402445984000
-30,NA,792091402557788000,792091402555973000
-30,NA,792091402667717000,792091402665950000
-30,NA,792091402777719000,792091402775950000
-29,NA,792091402887713000,792091402885941000
-29,NA,792091402997722000,792091402995950000
-30,NA,792091403107715000,792091403105941000
-30,NA,792091403217808000,792091403215950000
-29,NA,792091403327726000,792091403325950000
-30,NA,792091403437760000,792091403435978000
-30,NA,792091403547767000,792091403545978000
-30,NA,792091403657739000,792091403655952000
-30,NA,792091403767724000,792091403765942000
-30,NA,792091403877844000,792091403875948000
-30,NA,792091403987728000,792091403985943000
-30,NA,792091404097732000,792091404095948000
-30,NA,792091404207740000,792091404205952000
-31,NA,792091404317735000,792091404315948000
-30,NA,792091404427779000,792091404425986000
-30,NA,792091404537763000,792091404535970000
-29,NA,792091404647735000,792091404645941000
-29,NA,792091404757860000,792091404755950000
-30,NA,792091404867736000,792091404865941000
-29,NA,792091404977744000,792091404975949000
-30,NA,792091405087748000,792091405085950000
-30,NA,792091405197750000,792091405195950000
-30,NA,792091405307765000,792091405305954000
-30,NA,792091405417791000,792091405415984000
-31,NA,792091405527782000,792091405525973000
-30,NA,792091405637747000,792091405635939000
-31,NA,792091405747762000,792091405745952000
-30,NA,792091405857880000,792091405855939000
-30,NA,792091405967790000,792091405965956000
-29,NA,792091406077823000,792091406075977000
-30,NA,792091406187831000,792091406185983000
-31,NA,792091406297831000,792091406295978000
-30,NA,792091406407866000,792091406406012000
-30,NA,792091406517846000,792091406515999000
-30,NA,792091406627821000,792091406625971000
-29,NA,792091406737829000,792091406735981000
-30,NA,792091406847840000,792091406845985000
-29,NA,792091406957829000,792091406955981000
-30,NA,792091407067840000,792091407065985000
-31,NA,792091407177984000,792091407175985000
-30,NA,792091407287888000,792091407285971000
-29,NA,792091407397863000,792091407396011000
-30,NA,792091407507855000,792091407506004000
-29,NA,792091407617817000,792091407615970000
-30,NA,792091407727842000,792091407725987000
-30,NA,792091407837826000,792091407835978000
-30,NA,792091407947832000,792091407945983000
-30,NA,792091408057826000,792091408055978000
-29,NA,792091408167821000,792091408165974000
-30,NA,792091408277826000,792091408275978000
-29,NA,792091408387861000,792091408386008000
-30,NA,792091408497851000,792091408496001000
-29,NA,792091408607839000,792091408605985000
-30,NA,792091408718101000,792091408715981000
-30,NA,792091408827873000,792091408825985000
-30,NA,792091408937828000,792091408935981000
-30,NA,792091409047823000,792091409045975000
-29,NA,792091409157843000,792091409155988000
-29,NA,792091409267820000,792091409265971000
-29,NA,792091409378051000,792091409376188000
-30,NA,792091409487874000,792091409486008000
-29,NA,792091409597827000,792091409595977000
-30,NA,792091409707829000,792091409705983000
-29,NA,792091409817839000,792091409815982000
-30,NA,792091409927841000,792091409925987000
-30,NA,792091410037821000,792091410035969000
-29,NA,792091410147829000,792091410145983000
-30,NA,792091410257821000,792091410255969000
-30,NA,792091410367829000,792091410365983000
-30,NA,792091410477891000,792091410476044000
-29,NA,792091410587833000,792091410585990000
-29,NA,792091410697834000,792091410695980000
-30,NA,792091410807822000,792091410805971000
-30,NA,792091410917827000,792091410915980000
-30,NA,792091411027815000,792091411025971000
-31,NA,792091411137825000,792091411135980000
-30,NA,792091411247825000,792091411245980000
-29,NA,792091411358121000,792091411355980000
-29,NA,792091411467859000,792091411466007000
-30,NA,792091411577854000,792091411576004000
