RSSI,Ping,send_time_sender,recv_time_sender
-74,19,233153374000,233172910000
-74,20,233262852000,233282873000
-74,20,233372831000,233392874000
-74,20,233482855000,233502872000
-75,20,233592836000,233612898000
-74,20,233702837000,233722874000
-74,20,233812833000,233832888000
-73,20,233922837000,233942869000
-74,20,234032831000,234052889000
-73,20,234142830000,234162866000
-74,20,234252836000,234272888000
-74,20,234362830000,234382871000
-74,20,234472850000,234492881000
-74,20,234582844000,234602868000
-74,20,234692853000,234712874000
-74,20,234802848000,234822861000
-75,20,234912835000,234932871000
-75,20,235022837000,235042879000
-74,20,235132831000,235152871000
-75,20,235242845000,235262867000
-74,20,235352829000,235372869000
-74,20,235462855000,235482870000
-75,20,235572838000,235592878000
-75,20,235682867000,235702860000
-75,20,235792840000,235812869000
-75,20,235902845000,235922865000
-75,20,236012837000,236032878000
-75,20,236122842000,236142859000
-74,20,236232841000,236252870000
-74,20,236342843000,236362872000
-75,20,236453015000,236472883000
-75,20,236562847000,236582868000
-75,20,236672866000,236692862000
-75,20,236782850000,236802858000
-74,20,236892841000,236912875000
-75,20,237002846000,237022863000
-75,20,237112837000,237132863000
-75,20,237222851000,237242878000
-75,20,237332836000,237352876000
-75,20,237442847000,237462883000
-75,20,237552851000,237572867000
-74,20,237662863000,237682856000
-75,20,237772845000,237792872000
-75,20,237882845000,237902866000
-74,20,237992843000,238012872000
-75,20,238102844000,238122863000
-75,20,238212844000,238232874000
-75,20,238322839000,238342865000
-75,21,238432842000,238453080000
-75,20,238542851000,238562866000
-75,20,238652863000,238672871000
-75,20,238762849000,238782853000
-74,20,238872841000,238892871000
-75,20,238982846000,239002862000
-75,20,239092836000,239112876000
-74,20,239202847000,239222866000
-74,20,239312834000,239332871000
-74,20,239422841000,239442865000
-75,20,239532850000,239552886000
-74,20,239642874000,239662857000
-75,20,239752842000,239772877000
-75,20,239862847000,239882871000
-75,20,239972836000,239992874000
-75,20,240082845000,240102871000
-75,20,240192839000,240212868000
-74,20,240302840000,240322871000
-74,20,240412837000,240432876000
-75,20,240522859000,240542872000
-75,20,240632874000,240652867000
-75,20,240742849000,240762851000
-75,20,240852846000,240872874000
-75,20,240962840000,240982861000
-75,20,241072842000,241092900000
-75,20,241182841000,241202875000
-75,20,241292839000,241312900000
-75,20,241402846000,241422870000
-75,20,241512855000,241532887000
-75,20,241622885000,241642881000
-75,20,241732843000,241752879000
-76,20,241842846000,241862883000
-75,20,241952834000,241972878000
-74,20,242062844000,242082877000
-75,20,242172844000,242192891000
-75,20,242282841000,242302881000
-75,20,242392848000,242412872000
-75,20,242502862000,242522908000
-75,20,242612868000,242632888000
-75,20,242722842000,242742867000
-74,20,242832841000,242852889000
-75,20,242942840000,242962877000
-75,20,243052842000,243072895000
-74,20,243162843000,243182875000
-75,20,243272835000,243292889000
-75,20,243382845000,243402873000
-75,20,243492859000,243512903000
-75,20,243602842000,243622888000
-75,20,243712836000,243732875000
-75,20,243822846000,243842879000
-74,20,243932836000,243952952000
-74,20,244042838000,244062882000
