RSSI,Ping
-46,NA
-52,NA
-57,NA
-57,NA
-50,NA
-48,NA
-45,NA
-48,NA
-51,NA
-43,NA
-52,NA
-55,NA
-45,NA
-52,NA
-50,NA
-51,NA
-47,NA
-47,NA
-47,NA
-49,NA
-61,NA
-48,NA
-44,NA
-50,NA
-46,NA
-58,NA
-54,NA
-53,NA
-46,NA
-48,NA
-47,NA
-51,NA
-54,NA
-54,NA
-61,NA
-65,NA
-64,NA
-63,NA
-57,NA
-55,NA
-55,NA
-55,NA
-54,NA
-57,NA
-44,NA
-53,NA
-57,NA
-53,NA
-59,NA
-62,NA
-49,NA
-49,NA
-45,NA
-46,NA
-46,NA
-46,NA
-45,NA
-48,NA
-53,NA
-51,NA
-49,NA
-45,NA
-45,NA
-45,NA
-47,NA
-47,NA
-49,NA
-52,NA
-52,NA
-51,NA
-49,NA
-46,NA
-48,NA
-50,NA
-47,NA
-47,NA
-47,NA
-49,NA
-45,NA
-45,NA
-45,NA
-45,NA
-49,NA
-48,NA
-46,NA
-45,NA
-45,NA
-47,NA
-47,NA
-49,NA
-47,NA
-47,NA
-48,NA
-45,NA
-46,NA
-48,NA
-47,NA
