RSSI,Ping
-31,NA
-31,NA
-32,NA
-32,NA
-32,NA
-32,NA
-32,NA
-32,NA
-31,NA
-32,NA
-32,NA
-31,NA
-32,NA
-32,NA
-33,NA
-33,NA
-32,NA
-33,NA
-36,NA
-33,NA
-33,NA
-33,NA
-34,NA
-33,NA
-32,NA
-32,NA
-32,NA
-31,NA
-32,NA
-32,NA
-32,NA
-32,NA
-31,NA
-32,NA
-31,NA
-31,NA
-32,NA
-31,NA
-32,NA
-32,NA
-33,NA
-32,NA
-33,NA
-32,NA
-32,NA
-32,NA
-32,NA
-31,NA
-32,NA
-32,NA
-32,NA
-33,NA
-32,NA
-33,NA
-32,NA
-33,NA
-33,NA
-34,NA
-33,NA
-33,NA
-33,NA
-35,NA
-34,NA
-34,NA
-33,NA
-33,NA
-32,NA
-33,NA
-33,NA
-33,NA
-32,NA
-33,NA
-33,NA
-33,NA
-32,NA
-33,NA
-32,NA
-32,NA
-32,NA
-32,NA
-32,NA
-32,NA
-33,NA
-33,NA
-32,NA
-32,NA
-33,NA
-32,NA
-33,NA
-33,NA
-32,NA
-32,NA
-34,NA
-34,NA
-33,NA
-33,NA
-33,NA
-33,NA
-33,NA
-33,NA
