RSSI,Ping
-61,NA
-55,NA
-57,NA
-59,NA
-64,NA
-71,NA
-59,NA
-61,NA
-58,NA
-65,NA
-63,NA
-63,NA
-59,NA
-52,NA
-57,NA
-55,NA
-53,NA
-55,NA
-57,NA
-55,NA
-62,NA
-59,NA
-50,NA
-50,NA
-54,NA
-53,NA
-57,NA
-58,NA
-63,NA
-60,NA
-60,NA
-55,NA
-57,NA
-57,NA
-57,NA
-53,NA
-53,NA
-65,NA
-52,NA
-58,NA
-69,NA
-64,NA
-66,NA
-75,NA
-64,NA
-53,NA
-51,NA
-49,NA
-46,NA
-49,NA
-51,NA
-52,NA
-50,NA
-52,NA
-54,NA
-52,NA
-50,NA
-51,NA
-54,NA
-55,NA
-54,NA
-50,NA
-51,NA
-52,NA
-52,NA
-50,NA
-50,NA
-52,NA
-54,NA
-51,NA
-51,NA
-53,NA
-49,NA
-50,NA
-49,NA
-53,NA
-60,NA
-58,NA
-54,NA
-52,NA
-51,NA
-51,NA
-54,NA
-51,NA
-59,NA
-65,NA
-59,NA
-54,NA
-53,NA
-51,NA
-57,NA
-60,NA
-53,NA
-57,NA
-54,NA
-60,NA
-53,NA
-52,NA
