RSSI,Ping
-53,NA
-54,NA
-54,NA
-54,NA
-56,NA
-55,NA
-57,NA
-54,NA
-53,NA
-54,NA
-56,NA
-52,NA
-54,NA
-53,NA
-56,NA
-62,NA
-59,NA
-58,NA
-59,NA
-61,NA
-59,NA
-59,NA
-64,NA
-65,NA
-63,NA
-61,NA
-57,NA
-60,NA
-54,NA
-59,NA
-54,NA
-55,NA
-58,NA
-65,NA
-57,NA
-67,NA
-67,NA
-63,NA
-69,NA
-58,NA
-62,NA
-64,NA
-51,NA
-66,NA
-60,NA
-65,NA
-52,NA
-54,NA
-63,NA
-59,NA
-60,NA
-62,NA
-56,NA
-58,NA
-57,NA
-59,NA
-53,NA
-53,NA
-53,NA
-55,NA
-59,NA
-53,NA
-53,NA
-55,NA
-55,NA
-53,NA
-53,NA
-56,NA
-56,NA
-52,NA
-55,NA
-55,NA
-53,NA
-56,NA
-55,NA
-54,NA
-57,NA
-56,NA
-54,NA
-62,NA
-58,NA
-65,NA
-64,NA
-56,NA
-58,NA
-54,NA
-54,NA
-56,NA
-53,NA
-54,NA
-56,NA
-62,NA
-63,NA
-53,NA
-55,NA
-49,NA
