RSSI,Ping,send_time_sender,recv_time_sender
-6,23,792090685926853000,792090685949794000
-6,21,792090686029764000,792090686049791000
-6,21,792090686139635000,792090686159749000
-5,21,792090686249755000,792090686269734000
-6,21,792090686359764000,792090686379907000
-6,21,792090686469749000,792090686489730000
-5,21,792090686579747000,792090686599727000
-5,21,792090686689759000,792090686709730000
-6,21,792090686799744000,792090686819725000
-6,21,792090686909749000,792090686929729000
-6,21,792090687019752000,792090687039728000
-6,21,792090687129749000,792090687149728000
-6,21,792090687239763000,792090687259724000
-6,21,792090687349751000,792090687369807000
-6,21,792090687459755000,792090687479794000
-5,21,792090687569634000,792090687589784000
-5,21,792090687679747000,792090687699721000
-5,21,792090687789755000,792090687809724000
-5,21,792090687899747000,792090687919726000
-5,21,792090688009751000,792090688029726000
-5,21,792090688119750000,792090688139727000
-5,21,792090688229755000,792090688249725000
-6,21,792090688339750000,792090688359726000
-5,21,792090688449757000,792090688469723000
-5,21,792090688559749000,792090688579726000
-6,20,792090688669761000,792090688689722000
-5,21,792090688779749000,792090688799726000
-5,21,792090688889744000,792090688909900000
-6,21,792090688999640000,792090689019781000
-6,21,792090689109645000,792090689129754000
-5,21,792090689219751000,792090689239727000
-5,20,792090689329746000,792090689349723000
-8,21,792090689439757000,792090689459721000
-5,20,792090689549748000,792090689569722000
-6,20,792090689659760000,792090689679720000
-8,21,792090689769749000,792090689789723000
-6,20,792090689879752000,792090689899721000
-5,20,792090689989762000,792090690009720000
-6,20,792090690099748000,792090690119721000
-5,20,792090690209749000,792090690229721000
-6,21,792090690319768000,792090690340100000
-6,21,792090690429700000,792090690449795000
-5,21,792090690539637000,792090690559781000
-5,19,792090690649874000,792090690669717000
-6,20,792090690759752000,792090690779721000
-5,20,792090690869758000,792090690889719000
-5,20,792090690979751000,792090690999720000
-5,20,792090691089751000,792090691109719000
-5,20,792090691199750000,792090691219719000
-5,20,792090691309751000,792090691329718000
-5,20,792090691419761000,792090691439716000
-5,20,792090691529746000,792090691549717000
-5,19,792090691639869000,792090691659717000
-5,20,792090691749769000,792090691769713000
-5,21,792090691859740000,792090691879937000
-5,21,792090691969639000,792090691989780000
-5,21,792090692079637000,792090692099752000
-5,20,792090692189753000,792090692209714000
-5,20,792090692299748000,792090692319716000
-5,20,792090692409757000,792090692429714000
-5,20,792090692519748000,792090692539715000
-5,21,792090692629754000,792090692649836000
-5,20,792090692739749000,792090692759716000
-6,20,792090692849748000,792090692869714000
-5,20,792090692959753000,792090692979715000
-6,20,792090693069748000,792090693089714000
-6,20,792090693179748000,792090693199715000
-5,20,792090693289741000,792090693309709000
-5,21,792090693399728000,792090693419789000
-5,21,792090693509644000,792090693529778000
-5,21,792090693619750000,792090693639814000
-5,20,792090693729757000,792090693749710000
-6,20,792090693839747000,792090693859712000
-5,20,792090693949748000,792090693969708000
-5,20,792090694059751000,792090694079713000
-5,20,792090694169754000,792090694189711000
-5,20,792090694279748000,792090694299710000
-7,20,792090694389764000,792090694409708000
-6,20,792090694499750000,792090694519712000
-5,20,792090694609750000,792090694629708000
-6,20,792090694719765000,792090694739708000
-6,21,792090694829746000,792090694849795000
-6,21,792090694939633000,792090694959788000
-5,21,792090695049635000,792090695069763000
-5,20,792090695159746000,792090695179710000
-5,20,792090695269754000,792090695289708000
-5,19,792090695379932000,792090695399705000
-5,20,792090695489764000,792090695509704000
-5,20,792090695599747000,792090695619706000
-5,20,792090695709760000,792090695729705000
-6,20,792090695819749000,792090695839709000
-5,20,792090695929749000,792090695949707000
-6,20,792090696039751000,792090696059706000
-8,20,792090696149755000,792090696169706000
-5,21,792090696259744000,792090696279706000
-5,21,792090696369762000,792090696389800000
-5,21,792090696479761000,792090696499780000
-5,20,792090696589844000,792090696609704000
-6,20,792090696699766000,792090696719712000
-5,20,792090696809749000,792090696829706000
