RSSI,Ping,send_time_echoer,recv_time_echoer
-46,NA,792088687784918000,792088687783097000
-47,NA,792088687894870000,792088687893037000
-47,NA,792088688014823000,792088688012983000
-46,NA,792088688114856000,792088688113021000
-46,NA,792088688234871000,792088688233017000
-46,NA,792088688344856000,792088688343018000
-45,NA,792088688454874000,792088688453012000
-45,NA,792088688554887000,792088688553048000
-47,NA,792088688664888000,792088688663038000
-46,NA,792088688774845000,792088688773010000
-46,NA,792088688884878000,792088688883013000
-45,NA,792088688994853000,792088688993011000
-47,NA,792088689104875000,792088689103005000
-49,NA,792088689214861000,792088689213013000
-48,NA,792088689334857000,792088689333007000
-47,NA,792088689434862000,792088689433014000
-47,NA,792088689545068000,792088689543224000
-46,NA,792088689665021000,792088689663033000
-50,NA,792088689764864000,792088689763012000
-45,NA,792088689884856000,792088689883009000
-45,NA,792088689994875000,792088689993017000
-45,NA,792088690105093000,792088690103003000
-46,NA,792088690224964000,792088690223048000
-45,NA,792088690325029000,792088690323042000
-47,NA,792088690435018000,792088690433091000
-47,NA,792088690555028000,792088690553108000
-47,NA,792088690665036000,792088690663117000
-46,NA,792088690765013000,792088690763090000
-45,NA,792088690884955000,792088690883036000
-46,NA,792088690985086000,792088690983080000
-46,NA,792088691094986000,792088691093073000
-44,NA,792088691214971000,792088691213077000
-45,NA,792088691314972000,792088691313080000
-44,NA,792088691424972000,792088691423079000
-46,NA,792088691534971000,792088691533081000
-44,NA,792088691644974000,792088691643082000
-46,NA,792088691755002000,792088691753100000
-45,NA,792088691875049000,792088691873072000
-44,NA,792088691974970000,792088691973086000
-44,NA,792088692084966000,792088692083074000
-43,NA,792088692204982000,792088692203086000
-44,NA,792088692304976000,792088692303074000
-44,NA,792088692415303000,792088692413412000
-44,NA,792088692524963000,792088692523079000
-44,NA,792088692645001000,792088692643109000
-44,NA,792088692754986000,792088692753098000
-45,NA,792088692854974000,792088692853081000
-45,NA,792088692975092000,792088692973076000
-44,NA,792088693075024000,792088693073085000
-44,NA,792088693184959000,792088693183076000
-44,NA,792088693294976000,792088693293086000
-44,NA,792088693404973000,792088693403078000
-45,NA,792088693524973000,792088693523082000
-44,NA,792088693625002000,792088693623112000
-45,NA,792088693735001000,792088693733108000
-44,NA,792088693854958000,792088693853071000
-44,NA,792088693974971000,792088693973083000
-44,NA,792088694094972000,792088694093082000
-44,NA,792088694194972000,792088694193083000
-44,NA,792088694315116000,792088694313077000
-45,NA,792088694425035000,792088694423077000
-44,NA,792088694524972000,792088694523081000
-44,NA,792088694634997000,792088694633107000
-44,NA,792088694744995000,792088694743098000
-44,NA,792088694864923000,792088694863033000
-44,NA,792088694964982000,792088694963088000
-44,NA,792088695084968000,792088695083078000
-44,NA,792088695184973000,792088695183077000
-44,NA,792088695294964000,792088695293070000
-44,NA,792088695404976000,792088695403078000
-45,NA,792088695514965000,792088695513072000
-44,NA,792088695645000000,792088695643106000
-45,NA,792088695754965000,792088695753084000
-45,NA,792088695879068000,792088695873083000
-45,NA,792088695984768000,792088695982979000
-46,NA,792088696104803000,792088696103013000
-46,NA,792088696214796000,792088696213012000
-45,NA,792088696324810000,792088696323018000
-44,NA,792088696434796000,792088696433010000
-44,NA,792088696545022000,792088696543215000
-46,NA,792088696654845000,792088696653034000
-44,NA,792088696764943000,792088696763142000
-44,NA,792088696874805000,792088696873016000
-45,NA,792088696984815000,792088696983012000
-46,NA,792088697094806000,792088697093008000
-44,NA,792088697204822000,792088697203014000
-45,NA,792088697314770000,792088697312973000
-45,NA,792088697424821000,792088697423010000
-46,NA,792088697534814000,792088697533016000
-44,NA,792088697644851000,792088697643037000
-44,NA,792088697764846000,792088697763035000
-45,NA,792088697864870000,792088697863009000
-44,NA,792088697974837000,792088697973009000
-44,NA,792088698084826000,792088698083011000
-44,NA,792088698204827000,792088698203011000
-44,NA,792088698314840000,792088698313011000
-45,NA,792088698414836000,792088698413015000
-44,NA,792088698525067000,792088698523013000
-44,NA,792088698634873000,792088698633048000
-45,NA,792088698744866000,792088698743032000
